SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,CRN,EXAM_DATE,EXAM_TIME,BLDG_CODE,ROOM_CODE
EMSP,282,0F1,10574,12/9/2022,1400,BRK,101
FOTO,205,003,14742,12/9/2022,1400,TBA,TBA
LING,401,001,11625,12/9/2022,1900,HRG,125
STAT,450,001,12231,12/9/2022,1400,TBA,TBA
POLI,211,001,10024,12/9/2022,0900,TBA,TBA
POLI,211,002,14162,12/9/2022,0900,TBA,TBA
POLI,211,003,14163,12/9/2022,0900,TBA,TBA
POLI,211,004,14164,12/9/2022,0900,TBA,TBA
ENGL,260,001,13977,12/9/2022,0900,TBA,TBA
ELEC,578,002,12734,12/9/2022,1900,TBA,TBA
PJHC,371,002,14266,12/9/2022,1900,TBA,TBA
CMST,201,001,12973,12/9/2022,1900,TBA,TBA
GLHT,314,001,11671,12/9/2022,0900,TBA,TBA
PLST,305,001,11682,12/9/2022,1400,TBA,TBA
ARTS,238,001,14924,12/9/2022,1400,TBA,TBA
HIST,238,001,14746,12/9/2022,1900,TBA,TBA
MDHM,238,001,14384,12/9/2022,1900,TBA,TBA
RCEL,200,002,12032,12/9/2022,1400,TBA,TBA
RCEL,300,002,12031,12/9/2022,1400,TBA,TBA
POLI,305,002,14062,12/9/2022,1400,TBA,TBA
RCEL,400,001,11775,12/9/2022,1400,TBA,TBA
RCEL,100,001,11738,12/9/2022,1400,TBA,TBA
RCEL,410,001,13740,12/9/2022,0900,TBA,TBA
CEVE,571,001,11904,12/9/2022,1400,HBH,427
COMP,422,001,13339,12/9/2022,1900,TBA,TBA
ELEC,240,001,11136,12/9/2022,1400,TBA,TBA
ELEC,241,001,10017,12/9/2022,0900,TBA,TBA
ECON,310,003,11309,12/9/2022,1900,TBA,TBA
ECON,239,001,10418,12/9/2022,1400,KRF,110
PSYC,203,003,12695,12/9/2022,1400,HRZ,AMP
HIST,301,002,14011,12/9/2022,1400,TBA,TBA
BIOE,365,001,11677,12/9/2022,0900,TBA,TBA
CEVE,314,001,11669,12/9/2022,0900,TBA,TBA
ENST,332,001,14329,12/9/2022,1400,TBA,TBA
COMP,480,001,14254,12/9/2022,1900,HRZ,210
CHIN,141,004,10670,12/9/2022,0900,TBA,TBA
CEVE,471,001,11903,12/9/2022,1400,HBH,427
ELEC,543,001,11955,12/9/2022,1400,DCH,1075
ENGL,410,001,11925,12/9/2022,1400,TBA,TBA
HIST,405,001,14018,12/9/2022,1900,TBA,TBA
RCEL,450,001,11753,12/9/2022,1900,TBA,TBA
CHEM,123,003,11013,12/9/2022,1900,TBA,TBA
CHEM,123,002,13220,12/9/2022,1400,TBA,TBA
CHEM,123,006,13222,12/9/2022,1400,TBA,TBA
CHEM,123,007,13322,12/9/2022,1900,TBA,TBA
PSYC,340,002,11442,12/9/2022,0900,TBA,TBA
RELI,123,001,14287,12/9/2022,1400,TBA,TBA
COMP,580,001,14290,12/9/2022,1900,HRZ,210
ENGI,200,001,10545,12/9/2022,1400,TBA,TBA
ECON,100,004,12880,12/9/2022,1400,FULLY,ONLINE
ASTR,102,001,14056,12/9/2022,1900,HBH,227
ELEC,411,001,14233,12/9/2022,1400,TBA,TBA
CEVE,211,001,11989,12/9/2022,0900,RYN,201
MECH,211,001,11990,12/9/2022,0900,RYN,201
POLI,473,001,12249,12/9/2022,1900,TBA,TBA
BIOE,420,001,11961,12/9/2022,0900,BRC,282
CEVE,432,001,11972,12/9/2022,1900,TBA,TBA
CEVE,472,001,11954,12/9/2022,1400,TBA,TBA
MECH,484,001,11946,12/9/2022,1900,TBA,TBA
MECH,584,001,11947,12/9/2022,1900,TBA,TBA
ELEC,434,001,11953,12/9/2022,1400,DCH,1075
ENGI,101,001,14250,12/9/2022,1400,TBA,TBA
SOCI,302,001,14094,12/9/2022,1400,TBA,TBA
ELEC,517,001,14681,12/9/2022,1400,TBA,TBA
MSNE,201,001,14214,12/9/2022,0900,TBA,TBA
ANTH,609,001,13910,12/9/2022,1900,TBA,TBA
PLST,401,001,11686,12/9/2022,1400,TBA,TBA
SMGT,450,001,12541,12/9/2022,1900,TBA,TBA
MECH,332,001,11916,12/9/2022,1900,TBA,TBA
MECH,332,004,11976,12/9/2022,1900,TBA,TBA
SMGT,276,002,14945,12/9/2022,1400,TBA,TBA
BIOS,551,002,14902,12/9/2022,0900,TBA,TBA
BIOS,481,002,14899,12/9/2022,0900,TBA,TBA
HART,209,003,14744,12/9/2022,1400,TBA,TBA
SMGT,431,001,12579,12/9/2022,1900,TBA,TBA
SOSC,302,002,11896,12/9/2022,0900,TBA,TBA
DSCI,435,002,14866,12/9/2022,1400,TBA,TBA
COMP,449,002,14870,12/9/2022,1400,TBA,TBA
BUSI,296,002,10223,12/9/2022,0900,TBA,TBA
MATH,463,002,12587,12/9/2022,0900,TBA,TBA
FREN,313,001,11674,12/9/2022,1400,TBA,TBA
GERM,280,001,12972,12/9/2022,1900,TBA,TBA
GERM,301,001,10646,12/9/2022,0900,TBA,TBA
KINE,319,001,10356,12/9/2022,0900,TBA,TBA
GERM,402,001,14049,12/9/2022,0900,TBA,TBA
GREE,502,002,15068,12/9/2022,1400,RZR,204
EURO,101,001,11678,12/9/2022,1400,RZR,106
BIOS,280,002,13736,12/9/2022,1400,TBA,TBA
BIOS,301,S01,12342,12/9/2022,0900,HRZ,AMP
BIOS,312,001,12389,12/9/2022,0900,GRB,W212
BIOS,312,002,12763,12/9/2022,1400,GRB,W212
ENGI,390,001,12623,12/9/2022,1900,TBA,TBA
HIST,312,001,12927,12/9/2022,0900,TBA,TBA
MECH,416,001,14038,12/9/2022,0900,DCH,1042
MSNE,413,002,14958,12/9/2022,1400,HBH,227
MSNE,513,002,14959,12/9/2022,1400,HBH,227
BIOS,431,001,12446,12/9/2022,0900,TBA,TBA
ANTH,409,001,13909,12/9/2022,1900,TBA,TBA
BIOE,370,001,10213,12/9/2022,0900,TBA,TBA
ENGL,200,001,13338,12/9/2022,1900,TBA,TBA
SMGT,366,001,12244,12/9/2022,0900,TBA,TBA
SOCI,416,001,14192,12/9/2022,1900,TBA,TBA
POLI,459,001,14066,12/9/2022,1900,TBA,TBA
PSYC,452,001,14125,12/9/2022,1900,TBA,TBA
GREE,302,002,14961,12/9/2022,1400,RZR,204
LATI,306,001,14168,12/9/2022,1900,TBA,TBA
GREE,201,001,10936,12/9/2022,1400,TBA,TBA
SOCI,389,001,14268,12/9/2022,1900,TBA,TBA
EEPS,110,001,13258,12/9/2022,0900,DBH,180
ANTH,618,001,13912,12/9/2022,1400,TBA,TBA
EEPS,403,001,13260,12/9/2022,1400,TBA,TBA
EEPS,321,001,13263,12/9/2022,0900,TBA,TBA
MSNE,402,001,10522,12/9/2022,0900,DCH,1070
ANTH,399,001,13904,12/9/2022,1400,TBA,TBA
EEPS,477,001,14943,12/9/2022,1400,KWG,100
FREN,301,001,14262,12/9/2022,0900,TBA,TBA
SOPA,400,003,13534,12/9/2022,1900,KRF,110
ANTH,418,001,13911,12/9/2022,1400,TBA,TBA
FWIS,100,003,10741,12/9/2022,0900,TBA,TBA
FWIS,100,011,12777,12/9/2022,1900,TBA,TBA
FWIS,100,012,12906,12/9/2022,1900,TBA,TBA
FWIS,103,001,14788,12/9/2022,1400,TBA,TBA
FWIS,118,001,14794,12/9/2022,1900,TBA,TBA
STAT,487,001,13709,12/9/2022,0900,TBA,TBA
CLAS,124,001,13429,12/9/2022,1900,TBA,TBA
HART,352,001,13442,12/9/2022,1400,TBA,TBA
LING,300,001,11624,12/9/2022,0900,TBA,TBA
INDE,567,001,13410,12/9/2022,1400,DCH,1064
MATH,563,002,12588,12/9/2022,0900,TBA,TBA
COMP,547,001,14289,12/9/2022,1900,DCH,1042
ASIA,372,001,13493,12/9/2022,0900,TBA,TBA
HART,372,001,13492,12/9/2022,0900,TBA,TBA
ECON,483,001,12251,12/9/2022,1400,HRG,100
DSCI,303,002,14613,12/9/2022,1900,SEW,309
COLL,198,001,14314,12/9/2022,1400,TBA,TBA
COLL,128,002,14636,12/9/2022,1400,TBA,TBA
HART,320,001,14337,12/9/2022,1900,TBA,TBA
LING,303,001,12780,12/9/2022,1400,TBA,TBA
CHEM,213,003,10705,12/9/2022,0900,TBA,TBA
CHEM,213,004,10706,12/9/2022,0900,TBA,TBA
CHEM,213,008,10710,12/9/2022,1400,TBA,TBA
FWIS,198,001,14791,12/9/2022,0900,TBA,TBA
FWIS,195,002,14650,12/9/2022,0900,TBA,TBA
FWIS,190,001,14683,12/9/2022,0900,TBA,TBA
FWIS,184,001,14789,12/9/2022,1900,TBA,TBA
FWIS,180,001,13522,12/9/2022,1400,TBA,TBA
FWIS,151,002,13539,12/9/2022,1400,TBA,TBA
FWIS,173,001,14793,12/9/2022,1900,TBA,TBA
FWIS,174,001,13537,12/9/2022,0900,TBA,TBA
FWIS,175,001,14790,12/9/2022,0900,TBA,TBA
LALX,378,001,14050,12/9/2022,1900,TBA,TBA
HIST,251,001,14008,12/9/2022,1900,TBA,TBA
ANTH,450,7F1,14693,12/9/2022,1900,TBA,TBA
ASIA,219,001,14358,12/9/2022,1900,TBA,TBA
COMP,347,001,14288,12/9/2022,1900,DCH,1042
CAAM,419,001,14217,12/9/2022,0900,TBA,TBA
CAAM,467,001,13617,12/9/2022,1400,DCH,1064
CAAM,471,001,12668,12/9/2022,1900,DCH,1070
CAAM,519,001,12800,12/9/2022,0900,TBA,TBA
CAAM,571,001,12230,12/9/2022,1900,DCH,1070
BIOS,410,001,13932,12/9/2022,1900,TBA,TBA
PSYC,332,001,14757,12/9/2022,1400,TBA,TBA
MSNE,304,003,14649,12/9/2022,1400,TBA,TBA
ASIA,336,001,14361,12/9/2022,1400,TBA,TBA
ENGL,150,001,14348,12/9/2022,1400,TBA,TBA
ENST,312,001,14340,12/9/2022,1900,TBA,TBA
EEPS,435,001,13968,12/9/2022,1900,SST,106
EEPS,635,001,13969,12/9/2022,1900,SST,106
RELI,120,001,14385,12/9/2022,1900,TBA,TBA
ANTH,328,001,14920,12/9/2022,1400,TBA,TBA
ELEC,478,002,12733,12/9/2022,1900,TBA,TBA
STAT,315,005,11977,12/9/2022,1900,KCK,100
STAT,315,006,11978,12/9/2022,1900,KCK,100
STAT,315,007,11979,12/9/2022,1900,KCK,100
DSCI,301,005,11913,12/9/2022,1900,KCK,100
DSCI,301,006,11914,12/9/2022,1900,KCK,100
SPAN,370,001,14929,12/9/2022,1900,TBA,TBA
ENGL,301,005,13983,12/9/2022,1400,TBA,TBA
ENGL,301,006,14392,12/9/2022,1400,TBA,TBA
ENGL,318,001,13984,12/9/2022,1900,TBA,TBA
ENGL,318,002,14394,12/9/2022,1900,TBA,TBA
ENGL,368,001,12902,12/10/2022,1900,TBA,TBA
MUSI,231,002,10124,12/10/2022,1900,TBA,TBA
MUSI,231,001,10283,12/10/2022,1900,TBA,TBA
ARCH,311,001,12808,12/10/2022,0900,TBA,TBA
CHBE,411,003,10737,12/10/2022,1900,SST,106
POLI,212,001,10014,12/10/2022,1900,HRZ,212
POLI,212,002,14165,12/10/2022,1900,HRZ,212
POLI,212,003,14166,12/10/2022,1900,HRZ,212
CHBE,301,002,10594,12/10/2022,1900,ABL,130
CHBE,403,002,12636,12/10/2022,1900,TBA,TBA
BIOE,383,002,14623,12/10/2022,1900,SEW,309
SWGS,205,001,14765,12/10/2022,1900,TBA,TBA
COMP,215,001,13528,12/10/2022,1900,TBA,TBA
ENGL,222,001,14400,12/10/2022,1900,TBA,TBA
ASIA,222,001,14401,12/10/2022,1900,TBA,TBA
HUMA,210,001,10373,12/10/2022,1900,TBA,TBA
EDUC,305,001,12307,12/10/2022,1900,TBA,TBA
EDUC,505,001,12622,12/10/2022,1900,TBA,TBA
STAT,649,001,11409,12/10/2022,1900,RYN,201
EDUC,345,001,13327,12/10/2022,1900,TBA,TBA
EDUC,545,001,13409,12/10/2022,1900,TBA,TBA
HEAL,103,002,10718,12/10/2022,0900,HRZ,212
NAVA,403,001,10419,12/10/2022,0900,TBA,TBA
ENGL,314,001,14194,12/10/2022,1900,TBA,TBA
HIST,117,001,14004,12/10/2022,1900,TBA,TBA
MDEM,319,001,14212,12/10/2022,1900,TBA,TBA
SPAN,322,001,11875,12/10/2022,1900,TBA,TBA
SPAN,322,004,14687,12/10/2022,1900,TBA,TBA
HART,205,001,14171,12/10/2022,1900,TBA,TBA
LING,205,001,14764,12/10/2022,1900,TBA,TBA
ARAB,141,001,11494,12/10/2022,1900,TBA,TBA
ECON,498,001,10637,12/10/2022,1900,TBA,TBA
FREN,263,001,10554,12/10/2022,1900,TBA,TBA
SPAN,263,001,10555,12/10/2022,1900,TBA,TBA
JAPA,263,003,14632,12/10/2022,1900,TBA,TBA
GERM,141,001,10673,12/10/2022,1900,TBA,TBA
JAPA,141,001,10674,12/10/2022,1900,TBA,TBA
SPAN,142,001,10679,12/10/2022,1900,TBA,TBA
CHEM,214,002,14657,12/10/2022,1900,TBA,TBA
ARTS,301,004,13506,12/10/2022,1900,TBA,TBA
POLI,238,001,14197,12/10/2022,1900,TBA,TBA
ARCH,350,002,11497,12/10/2022,1900,TBA,TBA
ARCH,450,003,14814,12/10/2022,1900,TBA,TBA
ARCH,550,004,15072,12/10/2022,1900,TBA,TBA
ARTS,225,002,14114,12/10/2022,1900,TBA,TBA
ECON,435,002,13513,12/10/2022,1900,TBA,TBA
PLST,477,001,14745,12/10/2022,1900,HUM,117
ENST,368,001,13227,12/10/2022,1900,TBA,TBA
CHIN,141,001,12160,12/10/2022,1900,TBA,TBA
ECON,200,001,11533,12/10/2022,0900,ABL,131
ECON,200,002,12881,12/10/2022,0900,ABL,131
CHEM,123,004,13221,12/10/2022,1900,TBA,TBA
ECON,100,002,12878,12/10/2022,1400,FULLY,ONLINE
CEVE,411,001,12736,12/10/2022,1900,TBA,TBA
CEVE,511,001,12739,12/10/2022,1900,TBA,TBA
STAT,449,001,11357,12/10/2022,1900,RYN,201
MDHM,402,001,11690,12/10/2022,1900,TBA,TBA
PSYC,102,001,12556,12/10/2022,1900,TBA,TBA
KORE,301,001,11292,12/10/2022,1900,TBA,TBA
SOCI,102,001,12568,12/10/2022,1900,TBA,TBA
MDHM,430,001,11879,12/10/2022,1900,TBA,TBA
BIOS,520,001,12443,12/10/2022,1900,ABL,131
BIOS,420,001,12442,12/10/2022,1900,ABL,131
BIOS,202,002,13563,12/10/2022,1900,FULLY,ONLINE
BIOS,352,001,12397,12/10/2022,1900,KWG,100
BIOS,415,001,12441,12/10/2022,1900,TBA,TBA
ECON,205,002,13512,12/10/2022,1900,TBA,TBA
HART,101,001,12150,12/10/2022,1900,TBA,TBA
CLAS,102,001,12151,12/10/2022,1900,TBA,TBA
HEAL,222,001,10107,12/10/2022,1900,TBA,TBA
ARTS,499,001,10249,12/10/2022,1900,TBA,TBA
DSCI,101,001,12785,12/10/2022,1900,TBA,TBA
DSCI,101,002,14404,12/10/2022,1900,TBA,TBA
FWIS,100,004,11529,12/10/2022,1900,TBA,TBA
PHYS,111,S01,10074,12/10/2022,0900,DBH,180
PHYS,101,S01,10666,12/10/2022,0900,SEW,301
PHYS,101,S02,10667,12/10/2022,0900,HRZ,AMP
PHYS,125,S01,10075,12/10/2022,0900,KCK,100
PHYS,125,S01,10075,12/10/2022,0900,HRZ,210
COLL,195,001,14308,12/10/2022,1900,TBA,TBA
COLL,115,001,14309,12/10/2022,1900,TBA,TBA
COLL,166,001,14313,12/10/2022,1900,TBA,TBA
ENGL,113,001,14364,12/10/2022,1900,TBA,TBA
MECH,343,001,12573,12/10/2022,1900,BRK,101
MECH,343,002,14198,12/10/2022,1900,BRK,101
MECH,343,003,14199,12/10/2022,1900,BRK,101
MECH,343,004,14200,12/10/2022,1900,BRK,101
CHEM,496,001,14735,12/10/2022,1900,DBH,180
CHEM,213,001,10704,12/10/2022,1900,TBA,TBA
MSNE,407,001,10552,12/10/2022,1900,TBA,TBA
FWIS,196,001,14685,12/10/2022,1900,TBA,TBA
FWIS,195,001,13571,12/10/2022,1900,TBA,TBA
FWIS,137,001,10576,12/10/2022,1900,TBA,TBA
CAAM,336,001,10030,12/10/2022,1900,TBA,TBA
CAAM,453,001,10199,12/10/2022,1900,DCH,1070
CAAM,550,001,11016,12/10/2022,1900,DCH,1070
CHEM,596,001,14736,12/10/2022,1900,DBH,180
BIOS,201,S01,12316,12/10/2022,1900,HRZ,AMP
BIOS,201,S01,12316,12/10/2022,1900,HRZ,210
RELI,112,001,14078,12/10/2022,1900,FULLY,ONLINE
SPAN,382,001,14881,12/10/2022,1900,TBA,TBA
ENGL,401,001,13991,12/10/2022,1900,TBA,TBA
MUSI,291,001,10126,12/11/2022,1400,TBA,TBA
MUSI,303,001,10127,12/11/2022,1400,TBA,TBA
MUSI,317,003,11670,12/11/2022,1400,TBA,TBA
MUSI,416,001,12183,12/11/2022,1400,TBA,TBA
MUSI,334,002,14725,12/11/2022,1400,TBA,TBA
MUSI,117,001,10121,12/11/2022,1400,TBA,TBA
MUSI,117,003,11965,12/11/2022,1400,TBA,TBA
MUSI,141,001,10122,12/11/2022,1400,TBA,TBA
MUSI,181,001,13313,12/11/2022,1400,TBA,TBA
MUSI,181,002,15016,12/11/2022,1400,TBA,TBA
MUSI,181,003,15052,12/11/2022,1400,TBA,TBA
MUSI,191,003,13830,12/11/2022,1400,TBA,TBA
MUSI,191,004,13831,12/11/2022,1400,TBA,TBA
MUSI,191,001,15075,12/11/2022,1400,TBA,TBA
MUSI,211,001,10123,12/11/2022,1400,TBA,TBA
MUSI,337,001,10132,12/11/2022,1400,TBA,TBA
MUSI,341,011,11024,12/11/2022,1400,TBA,TBA
MUSI,341,027,11034,12/11/2022,1400,TBA,TBA
MUSI,345,002,12755,12/11/2022,1400,TBA,TBA
MUSI,361,001,13516,12/11/2022,1400,TBA,TBA
MUSI,381,001,10136,12/11/2022,1400,TBA,TBA
MUSI,381,003,11276,12/11/2022,1400,TBA,TBA
MUSI,381,004,11277,12/11/2022,1400,TBA,TBA
MUSI,381,005,11278,12/11/2022,1400,TBA,TBA
MUSI,381,002,11779,12/11/2022,1400,TBA,TBA
MUSI,401,001,10137,12/11/2022,1400,TBA,TBA
MUSI,401,002,10440,12/11/2022,1400,TBA,TBA
MUSI,401,006,10444,12/11/2022,1400,TBA,TBA
MUSI,401,007,10445,12/11/2022,1400,TBA,TBA
MUSI,441,028,11766,12/11/2022,1400,TBA,TBA
MUSI,449,004,12661,12/11/2022,1400,TBA,TBA
MUSI,451,001,10141,12/11/2022,1400,TBA,TBA
MUSI,453,001,10142,12/11/2022,1400,TBA,TBA
MUSI,455,001,10143,12/11/2022,1400,TBA,TBA
MUSI,457,001,10144,12/11/2022,1400,TBA,TBA
MUSI,461,001,10145,12/11/2022,1400,TBA,TBA
MUSI,463,001,10146,12/11/2022,1400,TBA,TBA
MUSI,463,002,10446,12/11/2022,1400,TBA,TBA
MUSI,467,001,10148,12/11/2022,1400,TBA,TBA
MUSI,471,001,10149,12/11/2022,1400,TBA,TBA
MUSI,472,001,10150,12/11/2022,1400,TBA,TBA
MUSI,473,001,10151,12/11/2022,1400,TBA,TBA
MUSI,473,002,10447,12/11/2022,1400,TBA,TBA
MUSI,473,004,12185,12/11/2022,1400,TBA,TBA
MUSI,481,001,10152,12/11/2022,1400,TBA,TBA
MUSI,481,002,10448,12/11/2022,1400,TBA,TBA
MUSI,481,003,10449,12/11/2022,1400,TBA,TBA
MUSI,481,004,10450,12/11/2022,1400,TBA,TBA
MUSI,483,001,10399,12/11/2022,1400,TBA,TBA
MUSI,487,001,10153,12/11/2022,1400,TBA,TBA
MUSI,491,002,10451,12/11/2022,1400,TBA,TBA
MUSI,491,003,10452,12/11/2022,1400,TBA,TBA
MUSI,491,004,10453,12/11/2022,1400,TBA,TBA
MUSI,493,001,10154,12/11/2022,1400,TBA,TBA
MUSI,493,002,10454,12/11/2022,1400,TBA,TBA
MUSI,495,001,10155,12/11/2022,1400,TBA,TBA
MUSI,495,002,10455,12/11/2022,1400,TBA,TBA
MUSI,495,003,11178,12/11/2022,1400,TBA,TBA
MUSI,497,001,10156,12/11/2022,1400,TBA,TBA
MUSI,497,002,10456,12/11/2022,1400,TBA,TBA
PHYS,425,001,10079,12/11/2022,1400,BRK,103
PHYS,491,001,10080,12/11/2022,1400,TBA,TBA
PHYS,493,001,11327,12/11/2022,1400,TBA,TBA
MUSI,281,001,10125,12/11/2022,1400,TBA,TBA
MUSI,281,002,11275,12/11/2022,1400,TBA,TBA
MUSI,281,003,13284,12/11/2022,1400,TBA,TBA
ANTH,404,011,12639,12/11/2022,1400,TBA,TBA
ENGL,300,001,10051,12/11/2022,1900,TBA,TBA
ELEC,220,005,13717,12/11/2022,1900,TBA,TBA
ELEC,220,006,14707,12/11/2022,1900,TBA,TBA
HIST,256,001,14009,12/11/2022,1900,TBA,TBA
COMP,390,001,10354,12/11/2022,1400,TBA,TBA
COMP,390,003,10883,12/11/2022,1400,TBA,TBA
COMP,390,005,11220,12/11/2022,1400,TBA,TBA
COMP,390,009,11773,12/11/2022,1400,TBA,TBA
COMP,390,010,11784,12/11/2022,1400,TBA,TBA
COMP,390,013,12112,12/11/2022,1400,TBA,TBA
COMP,390,016,14714,12/11/2022,1400,TBA,TBA
COMP,390,017,14738,12/11/2022,1400,TBA,TBA
MATH,490,001,10064,12/11/2022,1400,TBA,TBA
MATH,490,003,10066,12/11/2022,1400,TBA,TBA
MATH,499,001,13892,12/11/2022,1400,TBA,TBA
SOCI,310,001,14190,12/11/2022,1900,TBA,TBA
SOCI,403,002,10208,12/11/2022,1400,TBA,TBA
SOCI,403,014,10528,12/11/2022,1400,TBA,TBA
SOCI,492,001,13135,12/11/2022,1400,TBA,TBA
SOCI,492,004,13826,12/11/2022,1400,TBA,TBA
SOCI,492,005,14756,12/11/2022,1400,TBA,TBA
SOCI,493,004,10387,12/11/2022,1400,TBA,TBA
SOCI,493,014,11871,12/11/2022,1400,TBA,TBA
MUSI,311,001,10128,12/11/2022,1400,TBA,TBA
PHYS,542,001,12774,12/11/2022,1400,TBA,TBA
BIOE,454,001,11414,12/11/2022,1900,TBA,TBA
ANTH,490,008,12145,12/11/2022,1400,TBA,TBA
ANTH,490,003,13914,12/11/2022,1400,TBA,TBA
ANTH,490,005,13915,12/11/2022,1400,TBA,TBA
UNIV,201,001,10216,12/11/2022,1400,TBA,TBA
FILM,396,001,15089,12/11/2022,1400,TBA,TBA
NAVA,101,001,10073,12/11/2022,1400,TBA,TBA
NAVA,302,001,14282,12/11/2022,1400,TBA,TBA
COMP,490,004,11854,12/11/2022,1400,TBA,TBA
COMP,490,007,12641,12/11/2022,1400,TBA,TBA
COMP,490,010,12741,12/11/2022,1400,TBA,TBA
COMP,490,013,12832,12/11/2022,1400,TBA,TBA
COMP,490,018,15047,12/11/2022,1400,TBA,TBA
MUSI,338,001,14630,12/11/2022,1400,TBA,TBA
MUSI,342,003,13693,12/11/2022,1400,TBA,TBA
THEA,432,001,15083,12/11/2022,1400,TBA,TBA
MUSI,335,001,12982,12/11/2022,1400,TBA,TBA
CSCI,481,001,10207,12/11/2022,1400,TBA,TBA
CSCI,390,001,10206,12/11/2022,1400,TBA,TBA
CHBE,401,003,11586,12/11/2022,1900,SEW,309
HART,402,001,11734,12/11/2022,1400,TBA,TBA
BIOE,400,001,10086,12/11/2022,1400,TBA,TBA
GLHT,400,001,10247,12/11/2022,1400,TBA,TBA
PHYS,311,001,10078,12/11/2022,1400,TBA,TBA
PHYS,411,001,12775,12/11/2022,1400,TBA,TBA
ELEC,303,001,10235,12/11/2022,1900,DCH,1070
PHYS,480,001,12776,12/11/2022,1400,HBH,227
SWGS,498,001,10321,12/11/2022,1400,TBA,TBA
SOCI,327,002,15009,12/11/2022,1400,TBA,TBA
ENGI,120,001,10355,12/11/2022,1900,TBA,TBA
FOTO,295,001,15065,12/11/2022,1400,TBA,TBA
BIOE,440,001,10651,12/11/2022,1900,HRZ,212
MUSI,413,001,14144,12/11/2022,1400,TBA,TBA
MUSI,336,001,11295,12/11/2022,1400,TBA,TBA
COLL,200,001,10343,12/11/2022,1400,TBA,TBA
COLL,200,004,10346,12/11/2022,1400,TBA,TBA
COLL,200,008,10350,12/11/2022,1400,TBA,TBA
COLL,200,010,10352,12/11/2022,1400,TBA,TBA
COLL,200,012,10407,12/11/2022,1400,TBA,TBA
ENGI,330,001,10364,12/11/2022,1400,TBA,TBA
MUSI,339,004,10378,12/11/2022,1400,TBA,TBA
MUSI,339,007,10381,12/11/2022,1400,TBA,TBA
MUSI,377,001,10406,12/11/2022,1400,TBA,TBA
FILM,395,001,15038,12/11/2022,1400,TBA,TBA
UNIV,301,001,10366,12/11/2022,1400,TBA,TBA
SOCI,469,001,11358,12/11/2022,1400,TBA,TBA
ENGL,267,001,13978,12/11/2022,1900,TBA,TBA
SMGT,362,901,10931,12/11/2022,1400,TBA,TBA
SMGT,376,001,10238,12/11/2022,1400,TBA,TBA
SMGT,495,005,11781,12/11/2022,1400,TBA,TBA
SMGT,499,002,10519,12/11/2022,1400,TBA,TBA
SMGT,499,004,10520,12/11/2022,1400,TBA,TBA
KINE,375,002,10360,12/11/2022,1400,TBA,TBA
KINE,375,004,12101,12/11/2022,1400,TBA,TBA
KINE,499,002,10112,12/11/2022,1400,TBA,TBA
KINE,499,003,10113,12/11/2022,1400,TBA,TBA
KINE,499,004,10363,12/11/2022,1400,TBA,TBA
KINE,499,009,11741,12/11/2022,1400,TBA,TBA
KINE,499,010,14785,12/11/2022,1400,TBA,TBA
HEAL,379,001,10108,12/11/2022,1400,TBA,TBA
HEAL,379,003,11500,12/11/2022,1400,TBA,TBA
HEAL,499,003,10110,12/11/2022,1400,TBA,TBA
HEAL,499,002,10262,12/11/2022,1400,TBA,TBA
HEAL,499,006,11498,12/11/2022,1400,TBA,TBA
NAVA,203,001,11633,12/11/2022,1400,TBA,TBA
CHEM,391,001,10540,12/11/2022,1400,TBA,TBA
MECH,454,001,11410,12/11/2022,1900,TBA,TBA
ELEC,494,002,13761,12/11/2022,1400,TBA,TBA
SMGT,379,001,10240,12/11/2022,1400,TBA,TBA
FOTO,210,002,14629,12/11/2022,1900,TBA,TBA
ENGL,493,002,12904,12/11/2022,1400,TBA,TBA
ENGL,493,001,13814,12/11/2022,1400,TBA,TBA
HUMA,498,001,14876,12/11/2022,1400,TBA,TBA
HUMA,498,002,15067,12/11/2022,1400,FULLY,ONLINE
LING,482,012,15064,12/11/2022,1400,TBA,TBA
NSCI,120,002,10596,12/11/2022,1400,TBA,TBA
NSCI,120,003,10617,12/11/2022,1400,TBA,TBA
NSCI,120,001,10930,12/11/2022,1400,TBA,TBA
PHYS,461,001,11634,12/11/2022,1400,TBA,TBA
LING,200,003,12947,12/11/2022,1900,FULLY,ONLINE
ENGI,220,001,13642,12/11/2022,1900,TBA,TBA
ECON,203,001,10634,12/11/2022,1900,TBA,TBA
ELEC,491,005,10870,12/11/2022,1400,TBA,TBA
ELEC,491,001,10918,12/11/2022,1400,TBA,TBA
ELEC,491,008,12252,12/11/2022,1400,TBA,TBA
ELEC,491,012,14926,12/11/2022,1400,TBA,TBA
CHEM,401,001,12574,12/11/2022,1900,DBH,180
CHEM,501,001,12580,12/11/2022,1900,DBH,180
PHYS,103,001,10653,12/11/2022,1400,TBA,TBA
PHYS,103,003,10654,12/11/2022,1400,TBA,TBA
PHYS,103,004,10655,12/11/2022,1400,TBA,TBA
PHYS,103,005,10656,12/11/2022,1400,TBA,TBA
PHYS,103,006,10657,12/11/2022,1400,TBA,TBA
PHYS,103,007,10658,12/11/2022,1400,TBA,TBA
PHYS,103,008,10659,12/11/2022,1400,TBA,TBA
PHYS,103,009,10660,12/11/2022,1400,TBA,TBA
PHYS,103,010,10661,12/11/2022,1400,TBA,TBA
