SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,CRN,EXAM_DATE,EXAM_TIME,BLDG_CODE,ROOM_CODE
ASIA,224,001,14374,12/13/2022,0900,TBA,TBA
MECH,371,002,12584,12/13/2022,1900,TBA,TBA
POLI,359,001,14807,12/13/2022,1900,TBA,TBA
MECH,466,002,14610,12/13/2022,1900,TBA,TBA
COLL,192,001,14310,12/13/2022,1400,TBA,TBA
COLL,135,001,14316,12/13/2022,1400,TBA,TBA
COLL,135,002,14721,12/13/2022,1400,TBA,TBA
HUMA,131,001,14336,12/13/2022,1900,TBA,TBA
CEVE,101,001,10089,12/13/2022,0900,TBA,TBA
SPAN,356,001,14928,12/13/2022,0900,TBA,TBA
FWIS,188,002,12640,12/13/2022,0900,TBA,TBA
FWIS,188,003,13724,12/13/2022,1900,TBA,TBA
FWIS,181,001,14003,12/13/2022,1900,TBA,TBA
FWIS,130,001,12911,12/13/2022,0900,TBA,TBA
FWIS,130,002,12912,12/13/2022,1900,TBA,TBA
FWIS,153,001,14795,12/13/2022,0900,HUM,119
FWIS,155,001,14670,12/13/2022,0900,TBA,TBA
BIOS,118,002,13200,12/13/2022,1900,TBA,TBA
ANTH,563,001,13901,12/13/2022,0900,TBA,TBA
DSCI,305,002,14510,12/13/2022,0900,TBA,TBA
CAAM,378,001,11700,12/13/2022,1900,HRG,100
CAAM,495,001,10248,12/13/2022,1400,TBA,TBA
SOCI,334,001,14195,12/13/2022,0900,TBA,TBA
SWGS,325,001,14206,12/13/2022,0900,TBA,TBA
ASIA,380,001,14362,12/13/2022,1900,TBA,TBA
HIST,380,001,14372,12/13/2022,1900,TBA,TBA
ASIA,383,001,14363,12/13/2022,1900,TBA,TBA
BIOS,212,002,12330,12/13/2022,1900,TBA,TBA
BIOS,212,004,12555,12/13/2022,1900,TBA,TBA
ENGL,262,001,14327,12/13/2022,0900,TBA,TBA
HART,118,001,14302,12/13/2022,0900,SEW,309
HART,390,001,14365,12/13/2022,1900,TBA,TBA
HART,591,001,14373,12/13/2022,1900,TBA,TBA
ARTS,103,001,13166,12/13/2022,0900,TBA,TBA
ENST,100,001,10631,12/13/2022,0900,TBA,TBA
ENST,100,002,15077,12/13/2022,0900,TBA,TBA
ENST,100,003,15079,12/13/2022,0900,TBA,TBA
ENST,100,004,15081,12/13/2022,0900,TBA,TBA
ARCH,105,001,10632,12/13/2022,0900,TBA,TBA
ARCH,105,002,15078,12/13/2022,0900,TBA,TBA
ARCH,105,003,15080,12/13/2022,0900,TBA,TBA
ARCH,105,004,15082,12/13/2022,0900,TBA,TBA
ENGL,304,001,12898,12/13/2022,1900,TBA,TBA
ENGL,304,002,13336,12/13/2022,1900,TBA,TBA
