PERSON_IDENTIFIER,TERM_DESC,CRN,SUBJ_CODE,CRSE_NUMB,SECTION,SCHEDULE_TYPE,TITLE
1071,Fall Semester 2022,12150,HART,101,001,LEC,INTRO TO HIST OF WESTERN ART I
1071,Fall Semester 2022,12322,BIOS,211,005,LAB,EXPERIMENTAL BIOSCIENCES
1071,Fall Semester 2022,12337,BIOS,216,001,IND,DISCUSSION SECTION TEACHING
1071,Fall Semester 2022,12549,BIOS,372,001,LEC,IMMUNOLOGY
1072,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1072,Fall Semester 2022,10668,COMP,311,001,LEC,FUNCTIONAL PROGRAMMING
1072,Fall Semester 2022,14296,BUSI,221,001,LL,NEW ENTERPRISES
1072,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
1073,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1073,Fall Semester 2022,10092,PSYC,101,001,LEC,INTRODUCTION TO PSYCHOLOGY
1073,Fall Semester 2022,11601,SOCI,101,004,LEC,INTRODUCTION TO SOCIOLOGY
1073,Fall Semester 2022,12320,BIOS,211,003,LAB,EXPERIMENTAL BIOSCIENCES
1073,Fall Semester 2022,12691,CHEM,215,001,LAB,ORGANIC CHEMISTRY LAB
1073,Fall Semester 2022,12895,ENGL,100,001,LEC,INTRODUCTION TO LITERATURE
1074,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1074,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1074,Fall Semester 2022,11939,MECH,202,001,LEC,MECHANICS/STATICS
1074,Fall Semester 2022,11941,MECH,203,002,LL,MECH ENG DESIGN TOOLS
1074,Fall Semester 2022,14053,PHIL,160,001,LEC,MORAL PROBLEMS
1075,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1075,Fall Semester 2022,12576,FREN,263,002,LEC,SECOND YEAR FRENCH I
1075,Fall Semester 2022,14933,COMP,182,002,LL,ALGORITHMIC THINKING
1075,Fall Semester 2022,14053,PHIL,160,001,LEC,MORAL PROBLEMS
1076,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1076,Fall Semester 2022,11378,BUSI,343,002,LEC,FINANCIAL MANAGEMENT
1076,Fall Semester 2022,11134,STAT,405,002,LL,R FOR DATA SCIENCE
1076,Fall Semester 2022,11683,BUSI,390,001,SEM,STRATEGIC MANAGEMENT
1077,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1077,Fall Semester 2022,10703,UNIV,295,001,INT,CAREERS THRU INTERNSHIP
1077,Fall Semester 2022,11926,ENST,250,001,LEC,UNDERSTANDING ENERGY
1077,Fall Semester 2022,11977,STAT,315,005,LL,STATISTICS FOR DATA SCIENCE
1077,Fall Semester 2022,11533,ECON,200,001,LL,MICROECONOMICS
1077,Fall Semester 2022,11687,ECON,299,001,INT,EXPERIENTIAL EDUC IN ECONOMICS
1078,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1078,Fall Semester 2022,10543,PSYC,203,002,LEC,INTRO TO COGNITIVE PSYCHOLOGY
1078,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1078,Fall Semester 2022,11950,COMP,215,004,LL,INTRODUCTION TO PROGRAM DESIGN
1078,Fall Semester 2022,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
1079,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1079,Fall Semester 2022,10250,MUSI,317,002,LEC,THEORY FOR NON MAJORS I
1079,Fall Semester 2022,10084,BIOE,252,001,LEC,BIOENGINEERING FUNDAMENTALS
1079,Fall Semester 2022,10651,BIOE,440,001,LEC,STATISTICS FOR BIOENGINEERING
1079,Fall Semester 2022,12032,RCEL,200,002,LL,PERSONAL DEVELOPMENT ENG LEADR
1079,Fall Semester 2022,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
1080,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1080,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
1080,Fall Semester 2022,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
1080,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1081,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1081,Fall Semester 2022,10301,ECON,307,001,LEC,PROBABILITY & STATISTICS
1081,Fall Semester 2022,10634,ECON,203,001,LEC,MACROECONOMICS
1081,Fall Semester 2022,12299,PHIL,210,001,LEC,LOGIC
1081,Fall Semester 2022,12303,PHIL,345,001,LEC,THEORY OF KNOWLEDGE
1082,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1082,Fall Semester 2022,10611,ARTS,165,001,LL,BEGINNING SCULPTURE
1082,Fall Semester 2022,14342,ANTH,419,001,SEM,BLACK FEMINIST SCIENCE STUDIES
1082,Fall Semester 2022,13894,ANTH,317,001,SEM,REVOLUTIONS AND UTOPIAS
1083,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1083,Fall Semester 2022,11939,MECH,202,001,LEC,MECHANICS/STATICS
1083,Fall Semester 2022,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1083,Fall Semester 2022,14278,CAAM,210,010,LL,INTRO TO ENG COMPUTATION
1083,Fall Semester 2022,15044,ENGI,210,004,LL,PROTOTYPING & FABRICATION
1084,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1084,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
1084,Fall Semester 2022,12880,ECON,100,004,LEC,PRINCIPLES OF ECONOMICS
1084,Fall Semester 2022,14283,COMP,215,003,LL,INTRODUCTION TO PROGRAM DESIGN
1084,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1085,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1085,Fall Semester 2022,11937,MECH,202,002,LEC,MECHANICS/STATICS
1085,Fall Semester 2022,11941,MECH,203,002,LL,MECH ENG DESIGN TOOLS
1085,Fall Semester 2022,12780,LING,303,001,LEC,"LANGUAGE, GENDER & SEXUALITY"
1085,Fall Semester 2022,13643,ENGI,220,002,LL,INTRO TO ENGINEERING DESIGN II
1086,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1086,Fall Semester 2022,11315,MECH,340,004,LAB,INDUSTRIAL PROCESS LAB
1086,Fall Semester 2022,11937,MECH,202,002,LEC,MECHANICS/STATICS
1086,Fall Semester 2022,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1086,Fall Semester 2022,13641,ENGI,220,003,LL,INTRO TO ENGINEERING DESIGN II
1086,Fall Semester 2022,14053,PHIL,160,001,LEC,MORAL PROBLEMS
1087,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1087,Fall Semester 2022,11314,MECH,340,003,LAB,INDUSTRIAL PROCESS LAB
1087,Fall Semester 2022,11937,MECH,202,002,LEC,MECHANICS/STATICS
1087,Fall Semester 2022,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1087,Fall Semester 2022,13124,SOCI,231,001,LEC,SOCIAL PROBLEMS
1087,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
1088,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1088,Fall Semester 2022,10226,MUSI,117,002,LEC,FUNDAMENTALS OF MUSIC I
1088,Fall Semester 2022,10084,BIOE,252,001,LEC,BIOENGINEERING FUNDAMENTALS
1088,Fall Semester 2022,10651,BIOE,440,001,LEC,STATISTICS FOR BIOENGINEERING
1088,Fall Semester 2022,11512,BIOE,401,011,RES,UNDERGRADUATE RESEARCH
1089,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1089,Fall Semester 2022,14348,ENGL,150,001,LEC,HOUSTON - OUT ON THE TOWN
1089,Fall Semester 2022,14277,CAAM,210,009,LL,INTRO TO ENG COMPUTATION
1089,Fall Semester 2022,14941,CHBE,302,002,LL,APPLIED MATH FOR CHEM ENGS I
1090,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1090,Fall Semester 2022,10632,ARCH,105,001,LEC,"ENVIRONMENT, CULTURE & SOCIETY"
1090,Fall Semester 2022,11937,MECH,202,002,LEC,MECHANICS/STATICS
1090,Fall Semester 2022,11941,MECH,203,002,LL,MECH ENG DESIGN TOOLS
1090,Fall Semester 2022,14359,ASIA,236,001,LEC,BUDDHISM AND SCIENCE
1091,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1091,Fall Semester 2022,10594,CHBE,301,002,LEC,CHEMICAL ENGR FUNDAMENTALS
1091,Fall Semester 2022,11752,RCEL,440,001,LL,ENGINEERING LAUNCH PAD-ENTREPR
1091,Fall Semester 2022,14347,CHBE,243,001,LL,CHEMICAL ENGINEERING LAB I
1091,Fall Semester 2022,14339,ENGL,101,001,LEC,WHAT IS A FACT?
1091,Fall Semester 2022,14941,CHBE,302,002,LL,APPLIED MATH FOR CHEM ENGS I
1092,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1092,Fall Semester 2022,11376,BUSI,305,002,LEC,FINANCIAL ACCOUNTING
1092,Fall Semester 2022,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
1092,Fall Semester 2022,12882,ECON,203,002,LEC,MACROECONOMICS
1092,Fall Semester 2022,14231,SPAN,204,001,LEC,INT SPAN HERITAGE LEARNERS
1093,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1093,Fall Semester 2022,10594,CHBE,301,002,LEC,CHEMICAL ENGR FUNDAMENTALS
1093,Fall Semester 2022,11988,SMGT,260,001,LEC,INTRO TO SPORT MANAGEMENT
1093,Fall Semester 2022,12845,CMST,203,001,LEC,INTRODUCTION TO FILM ANALYSIS
1093,Fall Semester 2022,14347,CHBE,243,001,LL,CHEMICAL ENGINEERING LAB I
1093,Fall Semester 2022,14941,CHBE,302,002,LL,APPLIED MATH FOR CHEM ENGS I
1094,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1094,Fall Semester 2022,10729,ECON,210,001,LEC,BEHAVIORAL ECONOMICS
1094,Fall Semester 2022,11533,ECON,200,001,LL,MICROECONOMICS
1094,Fall Semester 2022,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
1094,Fall Semester 2022,12556,PSYC,102,001,LAB,PSYCHOLOGY STATISTICS LAB
1095,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1095,Fall Semester 2022,10084,BIOE,252,001,LEC,BIOENGINEERING FUNDAMENTALS
1095,Fall Semester 2022,10651,BIOE,440,001,LEC,STATISTICS FOR BIOENGINEERING
1095,Fall Semester 2022,12160,CHIN,141,001,LEC,FIRST YEAR CHINESE I
1095,Fall Semester 2022,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
1096,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1096,Fall Semester 2022,14337,HART,320,001,SEM,"MEDIEVAL ART, SCIENCE, MAGIC"
1096,Fall Semester 2022,14364,ENGL,113,001,SEM,INTRO TO LIT EDITING & PUB
1096,Fall Semester 2022,13302,ECON,209,003,LL,APPLIED ECONOMETRICS
1097,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1097,Fall Semester 2022,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
1097,Fall Semester 2022,10653,PHYS,103,001,SEM,MECHANICS DISCUSSION
1097,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1097,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
1097,Fall Semester 2022,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1097,Fall Semester 2022,13221,CHEM,123,004,LAB,GENERAL CHEMISTRY LAB I
1098,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1098,Fall Semester 2022,11293,SPAN,321,003,LEC,SPAN FOR INTERCULTURAL COMM I
1098,Fall Semester 2022,14271,CAAM,210,003,LL,INTRO TO ENG COMPUTATION
1098,Fall Semester 2022,14041,CLAS,218,001,LEC,GREEK ART AND ARCHAEOLOGY
1098,Fall Semester 2022,14795,FWIS,153,001,SEM,INTRODUCTION TO INFINITY
1099,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1099,Fall Semester 2022,10631,ENST,100,001,LEC,"ENVIRONMENT, CULTURE & SOCIETY"
1099,Fall Semester 2022,11738,RCEL,100,001,LL,SELF-AWARENESS & THE ENGINEER
1099,Fall Semester 2022,14278,CAAM,210,010,LL,INTRO TO ENG COMPUTATION
1099,Fall Semester 2022,14701,SWGS,101,001,LEC,INTRO WOMEN & GENDER
1100,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1100,Fall Semester 2022,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1100,Fall Semester 2022,10662,PHYS,103,011,SEM,MECHANICS DISCUSSION
1100,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1100,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
1100,Fall Semester 2022,14277,CAAM,210,009,LL,INTRO TO ENG COMPUTATION
1100,Fall Semester 2022,14401,ASIA,222,001,SEM,WORLD AND SOUTH ASIA
1100,Fall Semester 2022,14759,CHEM,213,009,SEM,ORGANIC CHEM DISCUSSION I
1101,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1101,Fall Semester 2022,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
1101,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
1101,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
1102,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1102,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1102,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1102,Fall Semester 2022,14704,FWIS,141,002,SEM,TECHNOLOGIES OF TASTE
1103,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1103,Fall Semester 2022,10259,STAT,280,S02,LL,ELEMENTARY APPLIED STATISTICS
1103,Fall Semester 2022,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
1103,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1104,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1104,Fall Semester 2022,11700,CAAM,378,001,LEC,INTRO TO O.R. AND OPTIMIZATION
1104,Fall Semester 2022,14171,HART,205,001,LEC,ART SINCE 1945
1104,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
1104,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1105,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1105,Fall Semester 2022,11738,RCEL,100,001,LL,SELF-AWARENESS & THE ENGINEER
1105,Fall Semester 2022,12269,PHIL,281,001,LEC,HISTORY OF PHILOSOPHY I
1105,Fall Semester 2022,12906,FWIS,100,012,SEM,INTRO TO ACADEMIC WRITING
1105,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1106,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1106,Fall Semester 2022,12880,ECON,100,004,LEC,PRINCIPLES OF ECONOMICS
1106,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1106,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
1107,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1107,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1107,Fall Semester 2022,10660,PHYS,103,009,SEM,MECHANICS DISCUSSION
1107,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1107,Fall Semester 2022,11013,CHEM,123,003,LAB,GENERAL CHEMISTRY LAB I
1107,Fall Semester 2022,14231,SPAN,204,001,LEC,INT SPAN HERITAGE LEARNERS
1107,Fall Semester 2022,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1108,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1108,Fall Semester 2022,10115,STAT,305,001,LL,INTRO TO STAT FOR BIOSCIENCES
1108,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
1108,Fall Semester 2022,13219,CHEM,121,S03,LL,GENERAL CHEMISTRY I
1108,Fall Semester 2022,13322,CHEM,123,007,LAB,GENERAL CHEMISTRY LAB I
1108,Fall Semester 2022,14398,ASIA,322,001,LEC,INTRODUCTION TO BUDDHISM
1109,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1109,Fall Semester 2022,10253,CHEM,211,S01,LEC,ORGANIC CHEMISTRY I
1109,Fall Semester 2022,10657,PHYS,103,006,SEM,MECHANICS DISCUSSION
1109,Fall Semester 2022,10666,PHYS,101,S01,LL,MECHANICS (WITH LAB)
1109,Fall Semester 2022,10709,CHEM,213,007,SEM,ORGANIC CHEM DISCUSSION I
1109,Fall Semester 2022,12907,FWIS,100,013,SEM,INTRO TO ACADEMIC WRITING
1109,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1110,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1110,Fall Semester 2022,10089,CEVE,101,001,LEC,FUNDAMENTAL OF CIVIL & ENVIR E
1110,Fall Semester 2022,10655,PHYS,103,004,SEM,MECHANICS DISCUSSION
1110,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1110,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
1110,Fall Semester 2022,13893,ANTH,201,001,LEC,INTRO TO SOCIAL/CULTURAL ANTH
1111,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1111,Fall Semester 2022,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
1111,Fall Semester 2022,12948,ANTH,200,003,LEC,INTRO TO STUDY OF LANGUAGE
1111,Fall Semester 2022,12572,CHEM,319,001,LEC,ORGANIC CHEMISTRY I
1111,Fall Semester 2022,14001,FWIS,150,001,SEM,THE WORLD OF MEDIEVAL MEDICINE
1112,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1112,Fall Semester 2022,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
1112,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
1112,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1112,Fall Semester 2022,14707,ELEC,220,006,LL,FUND COMPUTER ENGINEERING
1113,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1113,Fall Semester 2022,10677,SPAN,141,001,LEC,FIRST YEAR SPANISH I
1113,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
1113,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
1113,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
1114,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1114,Fall Semester 2022,10656,PHYS,103,005,SEM,MECHANICS DISCUSSION
1114,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1114,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
1114,Fall Semester 2022,12920,HIST,220,001,LEC,MEXICO: 1910 TO PRESENT
1114,Fall Semester 2022,13221,CHEM,123,004,LAB,GENERAL CHEMISTRY LAB I
1114,Fall Semester 2022,14379,CHEM,121,S04,LL,GENERAL CHEMISTRY I
1115,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1115,Fall Semester 2022,10657,PHYS,103,006,SEM,MECHANICS DISCUSSION
1115,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1115,Fall Semester 2022,12204,ARTS,230,001,STU,COMICS AND SEQUENTIAL ART
1115,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
1115,Fall Semester 2022,14707,ELEC,220,006,LL,FUND COMPUTER ENGINEERING
1116,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1116,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1116,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
1116,Fall Semester 2022,12546,BIOS,300,001,LEC,PARADIGMS IN BIOCHM & CELL BIO
1116,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
1116,Fall Semester 2022,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
1116,Fall Semester 2022,13220,CHEM,123,002,LAB,GENERAL CHEMISTRY LAB I
1117,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1117,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
1117,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1117,Fall Semester 2022,14296,BUSI,221,001,LL,NEW ENTERPRISES
1117,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
1117,Fall Semester 2022,14703,FWIS,141,001,SEM,TECHNOLOGIES OF TASTE
1118,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1118,Fall Semester 2022,11942,SPAN,303,001,LEC,ADV SPAN HERITAGE STUDENTS
1118,Fall Semester 2022,12640,FWIS,188,002,SEM,ENG DESIGN & COMMUNICATION
1118,Fall Semester 2022,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
1118,Fall Semester 2022,13322,CHEM,123,007,LAB,GENERAL CHEMISTRY LAB I
1118,Fall Semester 2022,14273,CAAM,210,005,LL,INTRO TO ENG COMPUTATION
1119,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1119,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
1119,Fall Semester 2022,11678,EURO,101,001,SEM,INTRO TO EURO LIT & CULTURE I
1119,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
1119,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
1119,Fall Semester 2022,13570,FWIS,187,001,SEM,CROSSING BORDERS
1120,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1120,Fall Semester 2022,10116,STAT,310,001,LEC,PROBABILITY & STATISTICS
1120,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
1120,Fall Semester 2022,14684,FWIS,145,001,SEM,MUSEUMS IN WORLD HISTORY
1121,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1121,Fall Semester 2022,10093,PSYC,101,002,LEC,INTRODUCTION TO PSYCHOLOGY
1121,Fall Semester 2022,10657,PHYS,103,006,SEM,MECHANICS DISCUSSION
1121,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1121,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
1121,Fall Semester 2022,13219,CHEM,121,S03,LL,GENERAL CHEMISTRY I
1121,Fall Semester 2022,13220,CHEM,123,002,LAB,GENERAL CHEMISTRY LAB I
1122,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1122,Fall Semester 2022,12640,FWIS,188,002,SEM,ENG DESIGN & COMMUNICATION
1122,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1122,Fall Semester 2022,14053,PHIL,160,001,LEC,MORAL PROBLEMS
1123,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1123,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1123,Fall Semester 2022,13539,FWIS,151,002,SEM,MAKING SENSE OF OURSELVES
1123,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
1123,Fall Semester 2022,14764,LING,205,001,LEC,LANGUAGE AND SOCIETY
1124,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1124,Fall Semester 2022,10075,PHYS,125,S01,LL,GENERAL PHYSICS (WITH LAB)
1124,Fall Semester 2022,10512,FILM,280,001,SEM,HISTORY & AESTHETICS OF FILM
1124,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
1125,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1125,Fall Semester 2022,10661,PHYS,103,010,SEM,MECHANICS DISCUSSION
1125,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
1125,Fall Semester 2022,11011,CHEM,123,001,LAB,GENERAL CHEMISTRY LAB I
1125,Fall Semester 2022,14250,ENGI,101,001,SEM,INTRODUCTION TO ENGINEERING
1125,Fall Semester 2022,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
1125,Fall Semester 2022,15012,FWIS,123,001,SEM,STAR WARS  & WRITING CULTURE
1126,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1126,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
1126,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
1126,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
1126,Fall Semester 2022,14318,COLL,107,001,SEM,STORIES & LEGENDS OF INDIA
1126,Fall Semester 2022,14042,HART,216,001,LEC,GREEK ART AND ARCHAEOLOGY
1127,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1127,Fall Semester 2022,12785,DSCI,101,001,LL,INTRO TO DATA SCIENCE
1127,Fall Semester 2022,12880,ECON,100,004,LEC,PRINCIPLES OF ECONOMICS
1127,Fall Semester 2022,14244,FILM,385,001,LEC,FILMS OF ALFRED HITCHCOCK
1127,Fall Semester 2022,14605,MATH,354,002,LEC,HONORS LINEAR ALGEBRA
1128,Fall Semester 2022,10057,MATH,212,S01,LEC,MULTIVARIABLE CALCULUS
1128,Fall Semester 2022,12299,PHIL,210,001,LEC,LOGIC
1128,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
