PERSON_IDENTIFIER,TERM_DESC,CRN,SUBJ_CODE,CRSE_NUMB,SECTION,SCHEDULE_TYPE,TITLE
2867,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2867,Fall Semester 2022,10600,CHEM,212,S01,LEC,ORGANIC CHEMISTRY II
2867,Fall Semester 2022,10722,EMSP,281,0F1,LL,EMT-B INTRO TO EMERGENCY CARE
2867,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
2867,Fall Semester 2022,12691,CHEM,215,001,LAB,ORGANIC CHEMISTRY LAB
2867,Fall Semester 2022,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
2867,Fall Semester 2022,14657,CHEM,214,002,SEM,ORGANIC CHEM DISCUSSION II
2868,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2868,Fall Semester 2022,10600,CHEM,212,S01,LEC,ORGANIC CHEMISTRY II
2868,Fall Semester 2022,11977,STAT,315,005,LL,STATISTICS FOR DATA SCIENCE
2868,Fall Semester 2022,12322,BIOS,211,005,LAB,EXPERIMENTAL BIOSCIENCES
2868,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
2868,Fall Semester 2022,12691,CHEM,215,001,LAB,ORGANIC CHEMISTRY LAB
2868,Fall Semester 2022,14657,CHEM,214,002,SEM,ORGANIC CHEM DISCUSSION II
2869,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2869,Fall Semester 2022,10580,UNIV,215,001,SEM,ASBC
2869,Fall Semester 2022,10600,CHEM,212,S01,LEC,ORGANIC CHEMISTRY II
2869,Fall Semester 2022,12546,BIOS,300,001,LEC,PARADIGMS IN BIOCHM & CELL BIO
2869,Fall Semester 2022,12691,CHEM,215,001,LAB,ORGANIC CHEMISTRY LAB
2869,Fall Semester 2022,14657,CHEM,214,002,SEM,ORGANIC CHEM DISCUSSION II
2870,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2870,Fall Semester 2022,11358,SOCI,469,001,SEM,COMMUNITY BRIDGES TRAINING
2870,Fall Semester 2022,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
2870,Fall Semester 2022,12322,BIOS,211,005,LAB,EXPERIMENTAL BIOSCIENCES
2870,Fall Semester 2022,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
2871,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2871,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
2871,Fall Semester 2022,12693,CHEM,215,003,LAB,ORGANIC CHEMISTRY LAB
2871,Fall Semester 2022,12802,CSCI,340,001,LEC,METHODS OF COGNITIVE SCIENCE
2871,Fall Semester 2022,14121,PSYC,308,001,LEC,MEMORY
2872,Fall Semester 2022,10559,SPAN,321,001,LEC,SPANISH FOR MEDICAL I
2872,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
2872,Fall Semester 2022,14336,HUMA,131,001,LEC,WHAT IS AN (AB)NORMAL BODY?
2872,Fall Semester 2022,13297,HEAL,119,001,LEC,INTRO TO HEALTH & WELLNESS
2873,Fall Semester 2022,10560,MILI,106,001,LL,INTERMEDIATE PHYSICAL FITNESS
2873,Fall Semester 2022,14178,FILM,336,001,SEM,CINEMA AND THE CITY
2873,Fall Semester 2022,11729,MILI,401,001,LL,ADAPTIVE LEADERSHIP
2873,Fall Semester 2022,12755,MUSI,345,002,STU,APPLIED STUDIES IN JAZZ
2873,Fall Semester 2022,14264,BIOS,344,S01,LEC,MOLECULAR BIOLOGY & GENETICS
2874,Fall Semester 2022,10566,MILI,301,001,LL,ADVANCED LEADERSHIP
2874,Fall Semester 2022,11916,MECH,332,001,LAB,JUNIOR LABORATORY II
2874,Fall Semester 2022,14198,MECH,343,002,LEC,MODELING OF DYNAMIC SYSTEMS
2874,Fall Semester 2022,12584,MECH,371,002,LEC,FLUID MECHANICS I
2874,Fall Semester 2022,14287,RELI,123,001,LEC,INTRO TO WORLD CHRISTIANITY
2875,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2875,Fall Semester 2022,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
2875,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2875,Fall Semester 2022,14009,HIST,256,001,LEC,"EUR POLITICS&SOCIETY,1890-1945"
2876,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2876,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2876,Fall Semester 2022,13399,HEAL,132,001,LEC,MEDICAL TERMINOLOGY
2876,Fall Semester 2022,14757,PSYC,332,001,LEC,PSYCHOPATHOLOGY
2877,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2877,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2877,Fall Semester 2022,11442,PSYC,340,002,LEC,RESEARCH METHODS - PSYCHOLOGY
2877,Fall Semester 2022,14094,SOCI,302,001,SEM,THE SOCIOLOGICAL IMAGINATION
2877,Fall Semester 2022,14125,PSYC,452,001,SEM,EMOTION REGULATION
2878,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2878,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2878,Fall Semester 2022,13534,SOPA,400,003,RES,SOPA CAPSTONE RESEARCH I
2878,Fall Semester 2022,13125,SOCI,301,001,LEC,SOCIAL INEQUALITY
2878,Fall Semester 2022,14731,SOCI,325,001,LEC,SOCIOLOGY OF LAW
2879,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2879,Fall Semester 2022,11686,PLST,401,001,INT,LEGAL PRACTICUM
2879,Fall Semester 2022,14232,HIST,359,001,LEC,U.S. IN THE 20TH CENTURY WORLD
2879,Fall Semester 2022,14757,PSYC,332,001,LEC,PSYCHOPATHOLOGY
2880,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2880,Fall Semester 2022,10598,KINE,301,002,LEC,HUMAN PHYSIOLOGY
2880,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2880,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2881,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2881,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2881,Fall Semester 2022,13408,UNIV,402,004,SEM,CIVIC LEADERSHIP CAPSTONE I
2881,Fall Semester 2022,14757,PSYC,332,001,LEC,PSYCHOPATHOLOGY
2882,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2882,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
2882,Fall Semester 2022,12392,BIOS,318,002,LAB,MICROBIOLOGY LABORATORY
2882,Fall Semester 2022,12549,BIOS,372,001,LEC,IMMUNOLOGY
2882,Fall Semester 2022,13688,UNIV,330,008,LL,MEDICAL EXPLORATION
2882,Fall Semester 2022,14122,PSYC,330,001,LEC,PERSONALITY THEORY & RESEARCH
2883,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2883,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2883,Fall Semester 2022,13291,ENGL,301,002,SEM,INTRO TO FICTION WRITING
2883,Fall Semester 2022,14757,PSYC,332,001,LEC,PSYCHOPATHOLOGY
2884,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2884,Fall Semester 2022,10620,PSYC,485,004,RES,UG SUPERVISED RESEARCH
2884,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2884,Fall Semester 2022,12696,THEA,331,002,STU,THEATRE PRODUCTION
2884,Fall Semester 2022,13442,HART,352,001,SEM,BLACK CONTEMPORARY ART
2884,Fall Semester 2022,14125,PSYC,452,001,SEM,EMOTION REGULATION
2885,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2885,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2885,Fall Semester 2022,11442,PSYC,340,002,LEC,RESEARCH METHODS - PSYCHOLOGY
2885,Fall Semester 2022,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
2885,Fall Semester 2022,12556,PSYC,102,001,LAB,PSYCHOLOGY STATISTICS LAB
2886,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2886,Fall Semester 2022,12927,HIST,312,001,LEC,ENVIRONMENT & HEALTH IN LAT AM
2886,Fall Semester 2022,14336,HUMA,131,001,LEC,WHAT IS AN (AB)NORMAL BODY?
2886,Fall Semester 2022,14387,PHIL,265,001,LEC,DEATH AND DYING
2886,Fall Semester 2022,14125,PSYC,452,001,SEM,EMOTION REGULATION
2887,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2887,Fall Semester 2022,14122,PSYC,330,001,LEC,PERSONALITY THEORY & RESEARCH
2887,Fall Semester 2022,14126,PSYC,463,001,LEC,MEDICAL HUMAN FACTORS
2887,Fall Semester 2022,14757,PSYC,332,001,LEC,PSYCHOPATHOLOGY
2888,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2888,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2888,Fall Semester 2022,12312,BIOS,128,001,INT,BRAINSTEM
2888,Fall Semester 2022,12334,BIOS,215,003,LAB,BIOS LAB TEACHING
2888,Fall Semester 2022,12743,PSYC,485,010,RES,UG SUPERVISED RESEARCH
2888,Fall Semester 2022,13291,ENGL,301,002,SEM,INTRO TO FICTION WRITING
2889,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2889,Fall Semester 2022,12207,PSYC,231,001,LEC,INDUS & ORGANIZATIONAL PSYC
2889,Fall Semester 2022,12780,LING,303,001,LEC,"LANGUAGE, GENDER & SEXUALITY"
2889,Fall Semester 2022,13814,ENGL,493,001,IND,EDIT/PUBLISH EDITORS-IN-CHIEF
2889,Fall Semester 2022,13976,ENGL,205,001,LEC,WRITERS ON WRITING
2890,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2890,Fall Semester 2022,11442,PSYC,340,002,LEC,RESEARCH METHODS - PSYCHOLOGY
2890,Fall Semester 2022,12210,PSYC,480,001,SEM,POSITIVE PSYCHOLOGY
2890,Fall Semester 2022,12999,PHIL,267,001,LEC,PHILOSOPHY OF SEX AND LOVE
2891,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2891,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2891,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2891,Fall Semester 2022,12303,PHIL,345,001,LEC,THEORY OF KNOWLEDGE
2891,Fall Semester 2022,13329,PHIL,330,001,LEC,PHILOSOPHY OF MIND
2892,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2892,Fall Semester 2022,11683,BUSI,390,001,SEM,STRATEGIC MANAGEMENT
2892,Fall Semester 2022,12268,PHIL,360,001,LEC,ETHICS
2893,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2893,Fall Semester 2022,11147,NEUR,310,001,RES,IND RES FOR NEUR UNDERGRADS
2893,Fall Semester 2022,11896,SOSC,302,002,LEC,SOCIAL SCIENCES STATISTICS
2893,Fall Semester 2022,12447,BIOS,449,001,LEC,ADV CELL AND MOLECULAR NEURO
2893,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2893,Fall Semester 2022,12556,PSYC,102,001,LAB,PSYCHOLOGY STATISTICS LAB
2893,Fall Semester 2022,14887,NEUR,383,002,LEC,INTRO TO NEUROENGINEERING
2894,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2894,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2894,Fall Semester 2022,14172,HART,265,001,LEC,ART/ POLITICS MOD LATIN AMER
2894,Fall Semester 2022,13442,HART,352,001,SEM,BLACK CONTEMPORARY ART
2895,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2895,Fall Semester 2022,12999,PHIL,267,001,LEC,PHILOSOPHY OF SEX AND LOVE
2895,Fall Semester 2022,14299,BUSI,305,003,LEC,FINANCIAL ACCOUNTING
2895,Fall Semester 2022,14123,PSYC,420,001,SEM,ELECTION SYSTEMS
2896,Fall Semester 2022,10570,PSYC,325,001,LEC,LANGUAGE ACQUISITION
2896,Fall Semester 2022,11376,BUSI,305,002,LEC,FINANCIAL ACCOUNTING
2896,Fall Semester 2022,11607,PSYC,351,001,LEC,PERCEPTION
2896,Fall Semester 2022,12809,HUMA,315,002,LEC,COMMUNICATION LAW
2896,Fall Semester 2022,13894,ANTH,317,001,SEM,REVOLUTIONS AND UTOPIAS
2897,Fall Semester 2022,10573,LING,325,001,LEC,LANGUAGE ACQUISITION
2897,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2897,Fall Semester 2022,14613,DSCI,303,002,LEC,MACHINE LEARNING FOR DS
2897,Fall Semester 2022,14632,JAPA,263,003,LEC,SECOND YEAR JAPANESE I
2898,Fall Semester 2022,10573,LING,325,001,LEC,LANGUAGE ACQUISITION
2898,Fall Semester 2022,10650,BUSI,310,001,LEC,LEADING IN ORGANIZATIONS
2898,Fall Semester 2022,11624,LING,300,001,LEC,LINGUISTIC ANALYSIS
2898,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2898,Fall Semester 2022,13329,PHIL,330,001,LEC,PHILOSOPHY OF MIND
2899,Fall Semester 2022,10573,LING,325,001,LEC,LANGUAGE ACQUISITION
2899,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2899,Fall Semester 2022,12208,PSYC,430,001,SEM,COMP MODELING OF COG PROCESSES
2899,Fall Semester 2022,12210,PSYC,480,001,SEM,POSITIVE PSYCHOLOGY
2899,Fall Semester 2022,15044,ENGI,210,004,LL,PROTOTYPING & FABRICATION
2900,Fall Semester 2022,10573,LING,325,001,LEC,LANGUAGE ACQUISITION
2900,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
2900,Fall Semester 2022,12997,PHIL,130,002,LEC,THE SCIENCES OF THE MIND
2900,Fall Semester 2022,13392,THEA,314,001,STU,PUPPETRY DESIGN
2901,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2901,Fall Semester 2022,12339,BIOS,216,003,IND,DISCUSSION SECTION TEACHING
2901,Fall Semester 2022,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
2901,Fall Semester 2022,14336,HUMA,131,001,LEC,WHAT IS AN (AB)NORMAL BODY?
2901,Fall Semester 2022,14384,MDHM,238,001,LEC,MEDICAL HORROR IN FILM & LIT
2902,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2902,Fall Semester 2022,10598,KINE,301,002,LEC,HUMAN PHYSIOLOGY
2902,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
2902,Fall Semester 2022,12395,BIOS,341,S01,LEC,CELL BIOLOGY
2902,Fall Semester 2022,14019,HIST,408,001,SEM,THE JAPANESE EMPIRE
2902,Fall Semester 2022,14014,HIST,358,001,SEM,HUMANITARIANISM FROM 19TH C.
2903,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2903,Fall Semester 2022,11151,CHEM,330,001,LEC,ANALYTICAL CHEMISTRY
2903,Fall Semester 2022,12312,BIOS,128,001,INT,BRAINSTEM
2903,Fall Semester 2022,12333,BIOS,215,002,LAB,BIOS LAB TEACHING
2903,Fall Semester 2022,12395,BIOS,341,S01,LEC,CELL BIOLOGY
2903,Fall Semester 2022,14626,FOTO,206,001,STU,PHOTOGRAPHY II
2904,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2904,Fall Semester 2022,11151,CHEM,330,001,LEC,ANALYTICAL CHEMISTRY
2904,Fall Semester 2022,12333,BIOS,215,002,LAB,BIOS LAB TEACHING
2904,Fall Semester 2022,12395,BIOS,341,S01,LEC,CELL BIOLOGY
2904,Fall Semester 2022,14357,KINE,311,003,LEC,MOTOR LEARNING
2904,Fall Semester 2022,14229,CHIN,401,002,LEC,FOURTH YEAR CHINESE I
2905,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2905,Fall Semester 2022,11373,PSYC,333,001,LEC,MULTICULTURAL PSYCHOLOGY
2905,Fall Semester 2022,11675,SOSC,302,001,LEC,SOCIAL SCIENCES STATISTICS
2905,Fall Semester 2022,12210,PSYC,480,001,SEM,POSITIVE PSYCHOLOGY
2905,Fall Semester 2022,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
2905,Fall Semester 2022,12556,PSYC,102,001,LAB,PSYCHOLOGY STATISTICS LAB
2906,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2906,Fall Semester 2022,11371,PSYC,321,001,LEC,DEVELOPMENTAL PSYCHOLOGY
2906,Fall Semester 2022,12767,HEAL,407,002,LEC,EPIDEMIOLOGY
2906,Fall Semester 2022,14785,KINE,499,010,INT,TEACHING PRACTICUM
2907,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2907,Fall Semester 2022,11879,MDHM,430,001,INT,HHASS 1-SEM MED HUM PRACTICUM
2907,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
2907,Fall Semester 2022,12394,BIOS,333,001,LAB,BIOINNOVATION STUDIO
2907,Fall Semester 2022,12874,SPAN,323,901,INT,SPANISH PROFESSIONAL PRAC I
2907,Fall Semester 2022,14264,BIOS,344,S01,LEC,MOLECULAR BIOLOGY & GENETICS
2908,Fall Semester 2022,10574,EMSP,282,0F1,LL,ADVANCED EMT
2908,Fall Semester 2022,11870,SOPA,200,002,LEC,APPROACHES TO SOCIAL POLICY
2908,Fall Semester 2022,11879,MDHM,430,001,INT,HHASS 1-SEM MED HUM PRACTICUM
2908,Fall Semester 2022,12927,HIST,312,001,LEC,ENVIRONMENT & HEALTH IN LAT AM
2908,Fall Semester 2022,13408,UNIV,402,004,SEM,CIVIC LEADERSHIP CAPSTONE I
2908,Fall Semester 2022,14768,SOSC,301,002,LEC,POLICY ANALYSIS
2909,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2909,Fall Semester 2022,14162,POLI,211,002,LEC,INTRO TO INTERNAT'L RELATIONS
2909,Fall Semester 2022,11868,MATH,102,S04,LEC,SINGLE VARIABLE CALCULUS II
2909,Fall Semester 2022,14012,HIST,331,001,LEC,THE CUBAN REVOLUTION
2909,Fall Semester 2022,14015,HIST,373,001,LEC,19TH C SOC/POLITICAL THOUGHT
2910,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2910,Fall Semester 2022,10659,PHYS,103,008,SEM,MECHANICS DISCUSSION
2910,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
2910,Fall Semester 2022,13338,ENGL,200,001,SEM,GATEWAYS TO LITERARY STUDY
2910,Fall Semester 2022,14236,ENGL,338,001,LEC,BRITISH ROMANTICISM
2910,Fall Semester 2022,14745,PLST,477,001,LEC,THE RUSSO-UKRANIAN WAR
2911,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2911,Fall Semester 2022,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
2911,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
2911,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
2911,Fall Semester 2022,14262,FREN,301,001,SEM,ADV GRAM & LIT & CULTURAL APP
2912,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2912,Fall Semester 2022,11868,MATH,102,S04,LEC,SINGLE VARIABLE CALCULUS II
2912,Fall Semester 2022,12621,PHIL,100,001,LEC,INTRODUCTION TO PHILOSOPHY
2912,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
2912,Fall Semester 2022,12920,HIST,220,001,LEC,MEXICO: 1910 TO PRESENT
2913,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2913,Fall Semester 2022,11361,ARCH,225,001,LEC,INTRO ARCHITECTURAL THINKING
2913,Fall Semester 2022,11375,BUSI,305,001,LEC,FINANCIAL ACCOUNTING
2913,Fall Semester 2022,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
2913,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
2914,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2914,Fall Semester 2022,10659,PHYS,103,008,SEM,MECHANICS DISCUSSION
2914,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
2914,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
2914,Fall Semester 2022,14296,BUSI,221,001,LL,NEW ENTERPRISES
2914,Fall Semester 2022,13955,SPAN,322,003,LEC,SPAN FOR INTERCULTURAL COMM II
2915,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2915,Fall Semester 2022,10595,MATH,101,S03,LEC,SINGLE VARIABLE CALCULUS I
2915,Fall Semester 2022,11012,CHEM,123,005,LAB,GENERAL CHEMISTRY LAB I
2915,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
2915,Fall Semester 2022,13125,SOCI,301,001,LEC,SOCIAL INEQUALITY
2915,Fall Semester 2022,13219,CHEM,121,S03,LL,GENERAL CHEMISTRY I
2916,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2916,Fall Semester 2022,10718,HEAL,103,002,LEC,NUTRITION
2916,Fall Semester 2022,11874,SPAN,264,002,LEC,SECOND YEAR SPANISH II
2916,Fall Semester 2022,11988,SMGT,260,001,LEC,INTRO TO SPORT MANAGEMENT
2916,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
2916,Fall Semester 2022,14296,BUSI,221,001,LL,NEW ENTERPRISES
2917,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2917,Fall Semester 2022,10595,MATH,101,S03,LEC,SINGLE VARIABLE CALCULUS I
2917,Fall Semester 2022,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
2917,Fall Semester 2022,10655,PHYS,103,004,SEM,MECHANICS DISCUSSION
2917,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
2917,Fall Semester 2022,13219,CHEM,121,S03,LL,GENERAL CHEMISTRY I
2917,Fall Semester 2022,13220,CHEM,123,002,LAB,GENERAL CHEMISTRY LAB I
2918,Fall Semester 2022,10576,FWIS,137,001,SEM,POP MUSIC & AMERICAN CULTURE
2918,Fall Semester 2022,10655,PHYS,103,004,SEM,MECHANICS DISCUSSION
2918,Fall Semester 2022,10667,PHYS,101,S02,LL,MECHANICS (WITH LAB)
2918,Fall Semester 2022,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
2918,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
2919,Fall Semester 2022,10578,LATI,201,001,LEC,INTERMEDIATE LATIN I: PROSE
2919,Fall Semester 2022,11925,ENGL,410,001,SEM,SENIOR SEMINAR
2919,Fall Semester 2022,13987,ENGL,372,001,SEM,ASIAN AMERICAN LITERATURE
2919,Fall Semester 2022,13988,ENGL,383,001,LEC,GLOBAL FICTIONS
2920,Fall Semester 2022,10578,LATI,201,001,LEC,INTERMEDIATE LATIN I: PROSE
2920,Fall Semester 2022,11937,MECH,202,002,LEC,MECHANICS/STATICS
2920,Fall Semester 2022,11940,MECH,203,001,LL,MECH ENG DESIGN TOOLS
2920,Fall Semester 2022,11630,MATH,211,S02,LEC,ORD DIFFERENTIAL EQUATIONS
2920,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
2921,Fall Semester 2022,10578,LATI,201,001,LEC,INTERMEDIATE LATIN I: PROSE
2921,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
2921,Fall Semester 2022,13492,HART,372,001,SEM,CHINESE ART AND THE WORLD
2921,Fall Semester 2022,14212,MDEM,319,001,LEC,MEDIEVAL ROMANCE
2922,Fall Semester 2022,10580,UNIV,215,001,SEM,ASBC
2922,Fall Semester 2022,11688,ANTH,493,001,SEM,SENIOR RESEARCH PREPARATION
2922,Fall Semester 2022,12337,BIOS,216,001,IND,DISCUSSION SECTION TEACHING
2922,Fall Semester 2022,13782,SPAN,263,004,LEC,SECOND YEAR SPANISH I
2922,Fall Semester 2022,13904,ANTH,399,001,SEM,ANTHROPOLOGY OF REPRODUCTION
2922,Fall Semester 2022,13914,ANTH,490,003,RES,DIRECTED HONORS RESEARCH
2923,Fall Semester 2022,10584,CHBE,495,004,IND,SPECIAL TOPICS
2923,Fall Semester 2022,11669,CEVE,314,001,LL,SUST WTR PURIF FOR DEV WORLD
2923,Fall Semester 2022,12636,CHBE,403,002,LL,DESIGN FUNDAMENTALS
2923,Fall Semester 2022,13499,CHBE,470,002,LEC,PROCESS DYNAMICS & CONTROL
2923,Fall Semester 2022,13294,CHBE,443,002,LL,CHEMICAL ENGINEERING LAB III
2923,Fall Semester 2022,13668,EEPS,111,001,LEC,INHABITING PLANET EARTH
2924,Fall Semester 2022,10584,CHBE,495,004,IND,SPECIAL TOPICS
2924,Fall Semester 2022,11446,CHBE,443,001,LL,CHEMICAL ENGINEERING LAB III
2924,Fall Semester 2022,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
2924,Fall Semester 2022,12636,CHBE,403,002,LL,DESIGN FUNDAMENTALS
2924,Fall Semester 2022,13499,CHBE,470,002,LEC,PROCESS DYNAMICS & CONTROL
2925,Fall Semester 2022,10584,CHBE,495,004,IND,SPECIAL TOPICS
2925,Fall Semester 2022,10737,CHBE,411,003,LEC,THERMODYNAMICS I
2925,Fall Semester 2022,11585,CHBE,390,003,LEC,KINETICS & REACTOR DESIGN
2925,Fall Semester 2022,11586,CHBE,401,003,LEC,TRANSPORT PHENOMENA I
2925,Fall Semester 2022,11654,CHEM,301,001,LEC,PHYSICAL CHEMISTRY I
2926,Fall Semester 2022,10590,CHBE,495,011,IND,SPECIAL TOPICS
2926,Fall Semester 2022,10633,ECON,100,001,LEC,PRINCIPLES OF ECONOMICS
2926,Fall Semester 2022,12153,BIOE,422,001,LEC,GENE THERAPY
2926,Fall Semester 2022,12636,CHBE,403,002,LL,DESIGN FUNDAMENTALS
2926,Fall Semester 2022,13499,CHBE,470,002,LEC,PROCESS DYNAMICS & CONTROL
2926,Fall Semester 2022,13294,CHBE,443,002,LL,CHEMICAL ENGINEERING LAB III
