CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
13952,202310,KORE,263,001,Korean,School of Humanities,Cntr Lang & Intercultural Comm,22,22,10:00AM - 10:50AM MWF RZR 205,SECOND YEAR KOREAN I,,,,"Oh, Eun Young",No Final Exam
14050,202310,LALX,378,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,15,25,02:30PM - 03:45PM TR RZR 304,LATIN AM. POLITICAL THOUGHT,,,,"Esch, Sophie",No Final Exam
14406,202310,LALX,158,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,18,20,10:00AM - 10:50AM MWF HUM 118,INTRO LATIN AMERICAN STUDIES,23,25,F6,"Lopez Alonso, Moramay",No Final Exam
10578,202310,LATI,201,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,3,12,02:00PM - 02:50PM MWF RZR 204,INTERMEDIATE LATIN I: PROSE,4,12,L3,"Somerville, Ted",Take-Home Exam
11588,202310,LATI,101,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,6,49,01:00PM - 01:50PM MWF RZR 204,ELEMENTARY LATIN I,7,49,J5,"Somerville, Ted",Take-Home Exam
14168,202310,LATI,306,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,12,19,02:30PM - 03:45PM TR RZR 204,OVID'S METAMORPHOSES,,,,"McGill, Scott C.",Take-Home Exam
14720,202310,LEAD,260,003,Center for Civic Leadership,Dean of Undergraduates,Center for Civic Leadership,3,4,09:25AM - 10:40AM TR BKH 102,ADVOCATING FOR CHANGE,18,19,E9,"Vann, Elizabeth F.",Scheduled Final Exam-OTR Room
10573,202310,LING,325,001,Linguistics,School of Social Sciences,Linguistics,5,40,10:50AM - 12:05PM TR SEW 303,LANGUAGE ACQUISITION,37,40,F5,"Archila, Maria Del P.",Scheduled Final Exam-OTR Room
11624,202310,LING,300,001,Linguistics,School of Social Sciences,Linguistics,28,40,11:00AM - 11:50AM MWF BKH 116,LINGUISTIC ANALYSIS,,,,"Kemmer, Suzanne E.",Take-Home Exam
11625,202310,LING,401,001,Linguistics,School of Social Sciences,Linguistics,7,19,02:30PM - 03:45PM TR HRG 125,ANALYSIS OF SOUND PATTERNS,,,,"Crouch, Caroline Q.",Scheduled Final Exam-OTR Room
12947,202310,LING,200,003,Linguistics,School of Social Sciences,Linguistics,101,180,09:25AM - 10:40AM TR HRG 100,INTRO TO STUDY OF LANGUAGE,122,180,B1,"Crouch, Caroline Q.",Scheduled Online Final Exam
12780,202310,LING,303,001,Linguistics,School of Social Sciences,Linguistics,29,30,03:00PM - 03:50PM MWF BKH 116,"LANGUAGE, GENDER & SEXUALITY",,,,"McCleary, Bryce E.",Take-Home Exam
14030,202310,LING,397,001,Linguistics,School of Social Sciences,Linguistics,9,19,01:00PM - 02:15PM TR HRG 125,SPEECH AND HEARING SCIENCE,,,,"Niedzielski, Nancy A.",Take-Home Exam
14031,202310,LING,415,001,Linguistics,School of Social Sciences,Linguistics,7,19,01:00PM - 01:50PM MWF HRG 125,SOCIOLINGUISTICS,7,19,A3,"McCleary, Bryce E.",Take-Home Exam
14764,202310,LING,205,001,Linguistics,School of Social Sciences,Linguistics,37,50,09:00AM - 09:50AM MWF SEW 307,LANGUAGE AND SOCIETY,40,50,G5,"McCleary, Bryce E.",No Final Exam
15064,202310,LING,482,012,Linguistics,School of Social Sciences,Linguistics,1,0, -   TBA TBA,HONORS PROJECT,,,,"Crouch, Caroline Q.",No Final Exam
10056,202310,MATH,102,S03,Mathematics,School of Natural Sciences,Mathematics,96,115,11:00AM - 11:50AM MWF HRG 100,SINGLE VARIABLE CALCULUS II,,,,"Huang, Hongdi",Scheduled Final Exam-OTR Room
10057,202310,MATH,212,S01,Mathematics,School of Natural Sciences,Mathematics,112,125,11:00AM - 11:50AM MWF HRZ 210,MULTIVARIABLE CALCULUS,,,,"Gao, Zhiyong",Scheduled Final Exam-OTR Room
10058,202310,MATH,221,S01,Mathematics,School of Natural Sciences,Mathematics,25,49,11:00AM - 11:50AM MWF SST 106,HONORS CALCULUS III,,,,"Mantoulidis, Christos A.",Scheduled Final Exam-OTR Room
10059,202310,MATH,321,001,Mathematics,School of Natural Sciences,Mathematics,37,75,03:00PM - 03:50PM MWF HBH 227,INTRODUCTION TO ANALYSIS I,,,,"Jones, Frank",No Final Exam
10060,202310,MATH,355,001,Mathematics,School of Natural Sciences,Mathematics,62,100,02:00PM - 02:50PM MWF ABL 131,LINEAR ALGEBRA,,,,"Orcan Ekmekci, Betul",Scheduled Final Exam-OTR Room
10061,202310,MATH,381,001,Mathematics,School of Natural Sciences,Mathematics,18,49,01:00PM - 01:50PM MWF HBH 427,INTRO PARTIAL DIFF EQUATIONS,,,,"Li, Long",Take-Home Exam
10062,202310,MATH,425,001,Mathematics,School of Natural Sciences,Mathematics,8,17,10:50AM - 12:05PM TR HBH 427,INTEGRATION THEORY,13,27,7E,"Ntekoume, Maria",Take-Home Exam
10063,202310,MATH,444,001,Mathematics,School of Natural Sciences,Mathematics,3,8,01:00PM - 02:15PM TR HBH 427,GEOMETRIC TOPOLOGY,7,14,2E,"Leininger, Christopher J.",Take-Home Exam
10064,202310,MATH,490,001,Mathematics,School of Natural Sciences,Mathematics,2,0, -   TBA TBA,SUPERVISED READING,,,,"Walton, Chelsea M.",No Final Exam
10066,202310,MATH,490,003,Mathematics,School of Natural Sciences,Mathematics,1,1, -   TBA TBA,SUPERVISED READING,,,,"Harvey, Shelly L.",No Final Exam
10595,202310,MATH,101,S03,Mathematics,School of Natural Sciences,Mathematics,124,135,11:00AM - 11:50AM MWF SEW 301,SINGLE VARIABLE CALCULUS I,,,,"Joseph, Jason M.",Scheduled Final Exam-OTR Room
10688,202310,MATH,331,001,Mathematics,School of Natural Sciences,Mathematics,20,49,03:00PM - 03:50PM MWF SST 106,HONORS ANALYSIS,,,,"Semmes, Stephen",Take-Home Exam
11323,202310,MATH,101,S01,Mathematics,School of Natural Sciences,Mathematics,22,25,09:00AM - 09:50AM MWF HBH 227,SINGLE VARIABLE CALCULUS I,,,,"Emilsdottir, Iris",Scheduled Final Exam-OTR Room
11324,202310,MATH,102,S01,Mathematics,School of Natural Sciences,Mathematics,30,25,09:00AM - 09:50AM MWF HBH 427,SINGLE VARIABLE CALCULUS II,,,,"Zhang, Zhiyi",Scheduled Final Exam-OTR Room
11354,202310,MATH,212,S02,Mathematics,School of Natural Sciences,Mathematics,54,55,10:00AM - 10:50AM MWF HRZ 210,MULTIVARIABLE CALCULUS,,,,"Gao, Zhiyong",Scheduled Final Exam-OTR Room
11868,202310,MATH,102,S04,Mathematics,School of Natural Sciences,Mathematics,49,49,10:00AM - 10:50AM MWF HRG 100,SINGLE VARIABLE CALCULUS II,,,,"Huang, Hongdi",Scheduled Final Exam-OTR Room
11923,202310,MATH,111,S01,Mathematics,School of Natural Sciences,Mathematics,46,49,10:50AM - 12:05PM TR SST 106,CALCULUS: DIFFERENTIATION,,,,"Castro, Nickolas A.",Scheduled Final Exam-OTR Room
11630,202310,MATH,211,S02,Mathematics,School of Natural Sciences,Mathematics,104,120,11:00AM - 11:50AM MWF ABL 131,ORD DIFFERENTIAL EQUATIONS,,,,"Jones, Frank",Scheduled Final Exam-OTR Room
11631,202310,MATH,211,S07,Mathematics,School of Natural Sciences,Mathematics,27,25,09:00AM - 09:50AM MWF GRB W211,ORD DIFFERENTIAL EQUATIONS,,,,"Liu Lopez, Fernando C.",Scheduled Final Exam-OTR Room
14154,202310,MATH,101,S02,Mathematics,School of Natural Sciences,Mathematics,27,60,10:00AM - 10:50AM MWF SEW 301,SINGLE VARIABLE CALCULUS I,,,,"Chiu, Kenneth",Scheduled Final Exam-OTR Room
12179,202310,MATH,101,S05,Mathematics,School of Natural Sciences,Mathematics,54,55,01:00PM - 01:50PM MWF PCF 4,SINGLE VARIABLE CALCULUS I,,,,"Domat, George",Scheduled Final Exam-OTR Room
12180,202310,MATH,212,S05,Mathematics,School of Natural Sciences,Mathematics,25,25,09:00AM - 09:50AM MWF GRB W212,MULTIVARIABLE CALCULUS,,,,"Ryang, Junmo",Scheduled Final Exam-OTR Room
12181,202310,MATH,356,001,Mathematics,School of Natural Sciences,Mathematics,47,65,10:00AM - 10:50AM MWF SST 106,ABSTRACT ALGEBRA I,,,,"Wang, Stephen S.",Take-Home Exam
12256,202310,MATH,280,001,Mathematics,School of Natural Sciences,Mathematics,8,0, -   TBA TBA,UG MATH TEACHING PRACTICUM,,,,"Wang, Stephen S.",No Final Exam
14155,202310,MATH,101,S04,Mathematics,School of Natural Sciences,Mathematics,50,54,09:25AM - 10:40AM TR SST 106,SINGLE VARIABLE CALCULUS I,,,,"Castro, Nickolas A.",Scheduled Final Exam-OTR Room
14156,202310,MATH,212,S08,Mathematics,School of Natural Sciences,Mathematics,49,49,02:00PM - 02:50PM MWF RZR 119,MULTIVARIABLE CALCULUS,,,,"Digiosia, Leonardo S.",Scheduled Final Exam-OTR Room
12587,202310,MATH,463,002,Mathematics,School of Natural Sciences,Mathematics,7,7,11:00AM - 11:50AM MWF HBH 427,ADVANCED ALGEBRA I,10,25,5S,"Varilly Alvarado, Anthony",Take-Home Exam
12745,202310,MATH,423,001,Mathematics,School of Natural Sciences,Mathematics,9,30,01:00PM - 01:50PM MWF HBH 227,PARTIAL DIFFERENTIAL EQNS I,18,30,35,"Semmes, Stephen",Scheduled Final Exam-OTR Room
14343,202310,MATH,368,001,Mathematics,School of Natural Sciences,Mathematics,39,49,02:00PM - 02:50PM MWF KRF 125,TOPICS IN COMBINATORICS,,,,"McMillon, Emily E.",Scheduled Final Exam-OTR Room
13207,202310,MATH,355,002,Mathematics,School of Natural Sciences,Mathematics,91,100,11:00AM - 11:50AM MWF BRK 101,LINEAR ALGEBRA,,,,"Spitler, Ryan F.",Scheduled Final Exam-OTR Room
14333,202310,MATH,451,001,Mathematics,School of Natural Sciences,Mathematics,9,10,09:25AM - 10:40AM TR HBH 453,DIFFERENTIABLE MANIFOLDS,14,20,1Z,"Nelson, Joanna K.",No Final Exam
13652,202310,MATH,212,S07,Mathematics,School of Natural Sciences,Mathematics,47,49,01:00PM - 01:50PM MWF RZR 119,MULTIVARIABLE CALCULUS,,,,"Digiosia, Leonardo S.",Scheduled Final Exam-OTR Room
13653,202310,MATH,211,S01,Mathematics,School of Natural Sciences,Mathematics,40,49,10:00AM - 10:50AM MWF DCH 1064,ORD DIFFERENTIAL EQUATIONS,,,,"Le, Khanh",Scheduled Final Exam-OTR Room
13759,202310,MATH,479,001,Mathematics,School of Natural Sciences,Mathematics,1,0, -   TBA TBA,MATH UNDERGRADUATE RESEARCH,,,,"Russell-Madonia, Jacob S.",No Final Exam
13892,202310,MATH,499,001,Mathematics,School of Natural Sciences,Mathematics,1,0, -   TBA TBA,MATHEMATICAL SCIENCES,,,,"Walton, Chelsea M.",No Final Exam
14598,202310,MATH,466,001,Mathematics,School of Natural Sciences,Mathematics,3,20,10:00AM - 10:50AM MWF HBH 453,TOPICS IN ALGEBRA II,7,30,3X,"Levin, Brandon",Take-Home Exam
14605,202310,MATH,354,002,Mathematics,School of Natural Sciences,Mathematics,33,75,02:30PM - 03:45PM TR ABL 131,HONORS LINEAR ALGEBRA,,,,"Leininger, Christopher J.",Scheduled Final Exam-OTR Room
10579,202310,MDEM,211,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,1,12,02:00PM - 02:50PM MWF RZR 204,INTERMEDIATE LATIN I: PROSE,4,12,L3,"Somerville, Ted",Take-Home Exam
11665,202310,MDEM,101,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,1,49,01:00PM - 01:50PM MWF RZR 204,ELEMENTARY LATIN I,7,49,J5,"Somerville, Ted",Take-Home Exam
14224,202310,MDEM,120,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,6,35,11:00AM - 11:50AM MWF SEW 305,MEDIEVAL CIVILIZATIONS,36,40,B0,"Irish, Maya S.",Take-Home Exam
14212,202310,MDEM,319,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,4,20,09:00AM - 09:50AM MWF HUM 118,MEDIEVAL ROMANCE,19,20,A9,"Houlik-Ritchey, Emily M.",No Final Exam
11879,202310,MDHM,430,001,Medical Humanities,School of Humanities,Medical Humanities,10,0,05:00PM - 06:00PM W HUM 120,HHASS 1-SEM MED HUM PRACTICUM,,,,"Bailar, Melissa A.",No Final Exam
11689,202310,MDHM,201,001,Medical Humanities,School of Humanities,Medical Humanities,80,85,10:50AM - 12:05PM TR HRZ 210,INTRO TO MEDICAL HUMANITIES,,,,"Alexander, Travis T.",No Final Exam
11690,202310,MDHM,402,001,Medical Humanities,School of Humanities,Medical Humanities,7,0,05:00PM - 06:00PM W SEW 101,HHASS MED HUM PRACTICUM 1,,,,"Mitchell, Beverly M.",No Final Exam
14384,202310,MDHM,238,001,Medical Humanities,School of Humanities,Medical Humanities,25,30,02:30PM - 03:45PM TR HUM 119,MEDICAL HORROR IN FILM & LIT,,,,"Alexander, Travis T.",No Final Exam
10025,202310,MECH,340,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,8,8,02:45PM - 05:35PM M TBA TBA,INDUSTRIAL PROCESS LAB,,,,"Gesenhues, Joseph P.",No Final Exam
10026,202310,MECH,407,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,64,0,08:30AM - 09:50AM MWF SEW 301,CAPSTONE DESIGN PROJECT I,,,,"Trevas, David A.",No Final Exam
10234,202310,MECH,450,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,6,25,01:00PM - 02:15PM TR DCH 1064,ALGORITHMIC ROBOTICS,38,50,08,"Kavraki, Lydia E.",Scheduled Final Exam-OTR Room
10317,202310,MECH,371,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,25,0,10:00AM - 10:50AM MWF MEB 128,FLUID MECHANICS I,,,,"Hassanzadeh, Pedram",Scheduled Final Exam-OTR Room
10322,202310,MECH,490,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,2,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"O'Malley, Marcia K.",No Final Exam
10597,202310,MECH,472,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,29,30,08:00AM - 09:15AM TR MEB 128,THERMAL DESIGN,,,,"Preston, Daniel J.",Take-Home Exam
11410,202310,MECH,454,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,21,60,09:25AM - 10:40AM TR KCK 100,COMPUTATIONAL FLUID MECHANICS,29,60,02,"Tezduyar, Tayfun E.",No Final Exam
11313,202310,MECH,340,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,8,8,02:30PM - 05:00PM T TBA TBA,INDUSTRIAL PROCESS LAB,,,,"Gesenhues, Joseph P.",No Final Exam
11314,202310,MECH,340,003,Mechanical Engineering,School of Engineering,Mechanical Engineering,8,8,02:45PM - 05:35PM W TBA TBA,INDUSTRIAL PROCESS LAB,,,,"Gesenhues, Joseph P.",No Final Exam
11315,202310,MECH,340,004,Mechanical Engineering,School of Engineering,Mechanical Engineering,8,8,02:30PM - 05:50PM R TBA TBA,INDUSTRIAL PROCESS LAB,,,,"Gesenhues, Joseph P.",No Final Exam
11316,202310,MECH,490,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,1,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Brake, Matthew R.",No Final Exam
11916,202310,MECH,332,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,32,32,02:30PM - 05:30PM R RYN B02,JUNIOR LABORATORY II,,,,"Lillehoj, Peter B.",Take-Home Exam
11937,202310,MECH,202,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,51,56,10:00AM - 10:50AM MWF MXF 251,MECHANICS/STATICS,,,,"Trevas, David A.",Scheduled Final Exam-OTR Room
11939,202310,MECH,202,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,54,49,10:00AM - 10:50AM MWF RYN 201,MECHANICS/STATICS,,,,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
11940,202310,MECH,203,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,40,40,10:50AM - 12:05PM TR SEW 207,MECH ENG DESIGN TOOLS,,,,"Akin, John E.",Scheduled Final Exam-Dept Room
11941,202310,MECH,203,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,34,36,01:00PM - 02:15PM TR SEW 207,MECH ENG DESIGN TOOLS,,,,"Akin, John E.",Scheduled Final Exam-Dept Room
11946,202310,MECH,484,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,16,49,02:30PM - 03:45PM TR MEB 128,MICRO THERMO & TRANSPORT,24,69,1F,"Wehmeyer, Geoffrey",Take-Home Exam
11976,202310,MECH,332,004,Mechanical Engineering,School of Engineering,Mechanical Engineering,33,32,02:30PM - 05:30PM T RYN B02,JUNIOR LABORATORY II,,,,"Lillehoj, Peter B.",Take-Home Exam
11981,202310,MECH,490,008,Mechanical Engineering,School of Engineering,Mechanical Engineering,2,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Trevas, David A.",Take-Home Exam
11990,202310,MECH,211,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,1,0,11:00AM - 11:50AM MWF KCK 101,ENGINEERING MECHANICS,24,30,F7,"Erazo Cruz, Kalil O.",Scheduled Final Exam-OTR Room
11707,202310,MECH,490,003,Mechanical Engineering,School of Engineering,Mechanical Engineering,3,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Preston, Daniel J.",No Final Exam
11724,202310,MECH,490,004,Mechanical Engineering,School of Engineering,Mechanical Engineering,3,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Higgs, Cecil F.",No Final Exam
14198,202310,MECH,343,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,17,18,"09:00AM - 09:50AM MWF RYN 201, 06:30PM - 09:20PM M MEB 117",MODELING OF DYNAMIC SYSTEMS,64,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
14199,202310,MECH,343,003,Mechanical Engineering,School of Engineering,Mechanical Engineering,18,18,"09:00AM - 09:50AM MWF RYN 201, 02:30PM - 05:20PM R MEB 117",MODELING OF DYNAMIC SYSTEMS,64,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
12573,202310,MECH,343,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,18,18,"09:00AM - 09:50AM MWF RYN 201, 01:00PM - 03:50PM M MEB 117",MODELING OF DYNAMIC SYSTEMS,64,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
12584,202310,MECH,371,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,19,0,01:00PM - 02:15PM TR MEB 128,FLUID MECHANICS I,,,,"Bayazitoglu, Yildiz",No Final Exam
14200,202310,MECH,343,004,Mechanical Engineering,School of Engineering,Mechanical Engineering,11,18,"09:00AM - 09:50AM MWF RYN 201, 01:00PM - 03:50PM F MEB 117",MODELING OF DYNAMIC SYSTEMS,64,72,XR,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
14036,202310,MECH,400,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,3,49,02:00PM - 03:15PM MW SEW 309,ADV MECHANICS OF MATERIALS,19,69,31,"Salehi Najafabadi, Mohammad",Scheduled Final Exam-OTR Room
14038,202310,MECH,416,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,19,49,11:00AM - 11:50AM MWF DCH 1042,MACHINES AND MECHANISMS,,,,"Dugnani, Roberto",Scheduled Final Exam-OTR Room
14610,202310,MECH,466,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,1,18,01:00PM - 02:15PM TR RYN 201,SYSTEM I.D. & MACHINE LEARNING,13,26,26,"Nagarajaiah, Satish",No Final Exam
14796,202310,MECH,412,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,28,40,02:00PM - 03:15PM MW DCH 1042,VIBRATIONS,36,50,5K,"Brake, Matthew R.",Scheduled Final Exam-OTR Room
10560,202310,MILI,106,001,Military Science,Dean of Undergraduates,Military Science,2,10,06:30AM - 07:29AM MWF OFF CAMPUS,INTERMEDIATE PHYSICAL FITNESS,,,,,No Final Exam
10566,202310,MILI,301,001,Military Science,Dean of Undergraduates,Military Science,2,0,07:30AM - 08:59AM MW OFF CAMPUS,ADVANCED LEADERSHIP,,,,,No Final Exam
11729,202310,MILI,401,001,Military Science,Dean of Undergraduates,Military Science,1,0,07:30AM - 09:00AM MW OFF CAMPUS,ADAPTIVE LEADERSHIP,,,,,No Final Exam
10522,202310,MSNE,402,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,10,19,11:00AM - 11:50AM MWF MEB 128,MECH PROPERTIES OF MATERIALS,36,47,3G,"Lou, Jun",Scheduled Final Exam-OTR Room
10523,202310,MSNE,406,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,3,8,04:00PM - 05:15PM TR MEB 128,PHYSICAL PROPERTIES OF SOLIDS,17,42,4H,"Yakobson, Boris I.",Scheduled Final Exam-OTR Room
10552,202310,MSNE,407,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,2,0,09:00AM - 09:50AM MWF MEB 128,CAPSTONE DESIGN PROJECT I,,,,"Vajtai, Robert",No Final Exam
11900,202310,MSNE,417,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,3,20,01:00PM - 02:15PM TR GRB W211,POLYMER ELECTRONICS,14,40,0Y,"Kabbani, Ahmad",Scheduled Final Exam-OTR Room
11495,202310,MSNE,401,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,7,15,09:25AM - 10:40AM TR HBH 227,THERMODYNAMICS IN MAT SCIENCE,18,45,1L,"Tang, Ming",Take-Home Exam
13549,202310,MSNE,450,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,4,19,03:00PM - 03:50PM R DBH 180,MATERIALS SCIENCE SEMINAR,73,85,XM,"Vajtai, Robert",No Final Exam
13550,202310,MSNE,451,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,7,19,03:00PM - 03:50PM R DBH 180,MATERIALS SCIENCE SEMINAR,73,85,XM,"Vajtai, Robert",No Final Exam
13636,202310,MSNE,365,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,3,15,04:00PM - 05:15PM TR SEW 307,NANOMATERIALS FOR ENERGY,10,30,D8,"Kapusta, Sergio D.",Take-Home Exam
13735,202310,MSNE,490,003,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,2,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Zhu, Hanyu",No Final Exam
14214,202310,MSNE,201,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,16,50,11:00AM - 11:50AM MWF DCH 1046,INTRO TO NANOTECH FOR ENGR,,,,"Vajtai, Robert",No Final Exam
14649,202310,MSNE,304,003,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,9,0,"12:30PM - 03:00PM M TBA TBA, 12:30PM - 01:45PM W GRB W212",MATERIALS SCIENCE JUNIOR LAB,,,,"Zhu, Hanyu",No Final Exam
14958,202310,MSNE,413,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,1,10,04:00PM - 05:15PM MW HBH 423,ADDITIVE MANUFACTURING,15,35,6R,"Rahman, Muhammad M.",Scheduled Final Exam-OTR Room
12629,202310,MUCH,423,001,Museums and Cultural Heritage,School of Humanities,Museums and Cultural Heritage,2,0,04:50PM - 06:55PM R RZR 204,PRACTICUM IN CULTURAL HERITAGE,,,,"Morgan, Molly",No Final Exam
