CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
14422,202410,PHIL,498,009,Philosophy,School of Humanities,Philosophy,0,0, -   TBA TBA,SENIOR THESIS,,,,"Yao, Vida Y.",No Final Exam
15795,202410,PHIL,400,001,Philosophy,School of Humanities,Philosophy,9,25,02:00PM - 03:15PM MW HUM 227,THE OBJECTIVE & THE SUBJECTIVE,,,,"Kriegel, Uri Y.",No Final Exam
15831,202410,PHIL,498,005,Philosophy,School of Humanities,Philosophy,1,0, -   TBA TBA,SENIOR THESIS,,,,"Reis-Dennis, Samuel",No Final Exam
15141,202410,PHIL,230,001,Philosophy,School of Humanities,Philosophy,21,35,02:30PM - 03:45PM TR HUM 328,HUMAN MINDS,,,,"Siewert, Charles",No Final Exam
15788,202410,PHIL,470,001,Philosophy,School of Humanities,Philosophy,5,7,03:30PM - 06:00PM M HUM 227,EQUALITY AND INEQUALITY,8,15,4M,"Sher, George",No Final Exam
10080,202410,PHYS,491,001,Physics,School of Natural Sciences,Physics and Astronomy,13,50, -   TBA TBA,UNDERGRADUATE RESEARCH,,,,"Geurts, Franciscus J.; Morosan, Emilia",No Final Exam
10653,202410,PHYS,103,001,Physics,School of Natural Sciences,Physics and Astronomy,14,19,08:25AM - 09:15AM R BRK 103,MECHANICS DISCUSSION,,,,"Yu, Lam H.",No Final Exam
10654,202410,PHYS,103,003,Physics,School of Natural Sciences,Physics and Astronomy,17,19,09:25AM - 10:15AM R RZR 106,MECHANICS DISCUSSION,,,,"Yu, Lam H.",No Final Exam
10655,202410,PHYS,103,004,Physics,School of Natural Sciences,Physics and Astronomy,16,19,04:00PM - 04:50PM R SST 106,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10656,202410,PHYS,103,005,Physics,School of Natural Sciences,Physics and Astronomy,16,19,09:00AM - 09:50AM F HBH B21,MECHANICS DISCUSSION,,,,"Dunning, F B.",No Final Exam
10657,202410,PHYS,103,006,Physics,School of Natural Sciences,Physics and Astronomy,11,19,09:00AM - 09:50AM F BRK 103,MECHANICS DISCUSSION,,,,"Hoeink, Juliet S.",No Final Exam
10658,202410,PHYS,103,007,Physics,School of Natural Sciences,Physics and Astronomy,11,19,09:00AM - 09:50AM F KWG 128,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10659,202410,PHYS,103,008,Physics,School of Natural Sciences,Physics and Astronomy,15,19,10:00AM - 10:50AM F HBH B21,MECHANICS DISCUSSION,,,,"Dunning, F B.",No Final Exam
10660,202410,PHYS,103,009,Physics,School of Natural Sciences,Physics and Astronomy,18,19,10:00AM - 10:50AM F HBH 427,MECHANICS DISCUSSION,,,,"Hoeink, Juliet S.",No Final Exam
10661,202410,PHYS,103,010,Physics,School of Natural Sciences,Physics and Astronomy,18,19,10:00AM - 10:50AM F SEW 303,MECHANICS DISCUSSION,,,,"Beaird, Robert P.",No Final Exam
10662,202410,PHYS,103,011,Physics,School of Natural Sciences,Physics and Astronomy,11,19,02:00PM - 02:50PM F BRK 103,MECHANICS DISCUSSION,,,,"Bonomo, Melia E.",No Final Exam
10663,202410,PHYS,103,012,Physics,School of Natural Sciences,Physics and Astronomy,6,19,03:00PM - 03:50PM F BRK 103,MECHANICS DISCUSSION,,,,"Bonomo, Melia E.",No Final Exam
10664,202410,PHYS,103,013,Physics,School of Natural Sciences,Physics and Astronomy,17,19,10:00AM - 10:50AM F MXF 252,MECHANICS DISCUSSION,,,,"Cone, Michael T.",No Final Exam
10665,202410,PHYS,103,014,Physics,School of Natural Sciences,Physics and Astronomy,0,0,07:00PM - 07:50PM R TBA TBA,MECHANICS DISCUSSION,,,,,No Final Exam
11325,202410,PHYS,103,015,Physics,School of Natural Sciences,Physics and Astronomy,0,0,09:25AM - 10:15AM R TBA TBA,MECHANICS DISCUSSION,,,,,No Final Exam
11326,202410,PHYS,103,016,Physics,School of Natural Sciences,Physics and Astronomy,0,0,04:00PM - 04:50PM R TBA TBA,MECHANICS DISCUSSION,,,,,No Final Exam
11327,202410,PHYS,493,001,Physics,School of Natural Sciences,Physics and Astronomy,13,50,03:00PM - 05:50PM M HBH 223,UNDERGRADUATE RESEARCH SEMINAR,,,,"Geurts, Franciscus J.; Morosan, Emilia",No Final Exam
11634,202410,PHYS,461,001,Physics,School of Natural Sciences,Physics and Astronomy,9,0, -   TBA TBA,INDEPENDENT RESEARCH,,,,"Dodds, Stanley A.",No Final Exam
13661,202410,PHYS,103,002,Physics,School of Natural Sciences,Physics and Astronomy,15,19,08:25AM - 09:15AM R SEW 303,MECHANICS DISCUSSION,,,,"Beaird, Robert P.",No Final Exam
15354,202410,PHYS,492,001,Physics,School of Natural Sciences,Physics and Astronomy,1,1, -   TBA TBA,UNDERGRADUATE RESEARCH,,,,"Geurts, Franciscus J.; Morosan, Emilia",No Final Exam
15355,202410,PHYS,494,001,Physics,School of Natural Sciences,Physics and Astronomy,1,1,03:00PM - 05:50PM M HBH 223,UNDERGRADUATE RESEARCH SEMINAR,,,,"Geurts, Franciscus J.; Morosan, Emilia",No Final Exam
16322,202410,PHYS,100,001,Physics,School of Natural Sciences,Physics and Astronomy,17,50,04:00PM - 04:50PM R HBH 427,BITE SIZE PHYSICS,,,,"Hoeink, Juliet S.",No Final Exam
10015,202410,POLI,405,001,Political Science,School of Social Sciences,Political Science,4,0, -   TBA TBA,THESIS I,,,,"Fang, Songying",No Final Exam
10287,202410,POLI,307,001,Political Science,School of Social Sciences,Political Science,3,0, -   TBA TBA,POLITICAL SCIENCE INTERNSHIP,,,,"Fang, Songying",No Final Exam
12247,202410,POLI,102,001,Political Science,School of Social Sciences,Political Science,11,25,07:00PM - 07:50PM R KCK 101,POLI SCI STATISTICS LAB,,,,"Joyce, Conner B.",No Final Exam
12248,202410,POLI,102,002,Political Science,School of Social Sciences,Political Science,22,25,02:00PM - 02:50PM F KCK 101,POLI SCI STATISTICS LAB,,,,"Joyce, Conner B.",No Final Exam
12249,202410,POLI,473,001,Political Science,School of Social Sciences,Political Science,7,12,02:30PM - 05:00PM R BRK 103,THE CRAFT OF INTELLIGENCE,,,,"Stoll, Richard J.",No Final Exam
15589,202410,POLI,341,001,Political Science,School of Social Sciences,Political Science,38,40,04:00PM - 05:15PM TR KRF 125,RACE AND THE LAW IN THE U.S.,,,,"Leebron, David W.",No Final Exam
15590,202410,POLI,326,001,Political Science,School of Social Sciences,Political Science,26,32,03:00PM - 05:30PM W BKH 116,RELIGION AND DEMOCRACY,,,,"Leebron, David W.",No Final Exam
15670,202410,POLI,457,001,Political Science,School of Social Sciences,Political Science,13,12,02:30PM - 05:00PM T HUM 120,CONDITIONS OF DEMOCRACY,,,,"Jones, Mark P.",No Final Exam
15672,202410,POLI,429,001,Political Science,School of Social Sciences,Political Science,13,13,01:00PM - 03:29PM M HUM 120,BIOLOGICAL FOUNDATIONS OF POLI,,,,"Alford, John R.",No Final Exam
14062,202410,POLI,305,002,Political Science,School of Social Sciences,Political Science,0,0, -   TBA TBA,DIRECTED READING I,,,,"Fang, Songying",No Final Exam
14807,202410,POLI,359,001,Political Science,School of Social Sciences,Political Science,29,30,01:00PM - 02:15PM TR HUM 119,WORLD CONSTITUTIONS,,,,"Cozza, Joseph",No Final Exam
15361,202410,POLI,371,001,Political Science,School of Social Sciences,Political Science,27,31,09:25AM - 10:40AM TR SEW 101,CIVIL WARS,,,,"Zubiria Fuentes, Gladys J.",No Final Exam
16221,202410,POLI,416,001,Political Science,School of Social Sciences,Political Science,6,12,02:00PM - 04:30PM W HRZ 211,SURVEY RSRCH AMERICAN POLITICS,,,,"Stein, Robert M.",No Final Exam
10675,202410,PORT,106,001,Portuguese,School of Humanities,Cntr Lang & Intercultural Comm,14,20,11:00AM - 11:50AM MWF HUM 119,ACCEL FIRST YEAR PORTUGUESE,,,,"Scutti Santos, Helade; Queiroz, Nathan",No Final Exam
10095,202410,PSYC,485,007,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Gurcanli, Ozge",No Final Exam
10096,202410,PSYC,485,008,Psychology,School of Social Sciences,Psychological Sciences,22,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Hebl, Michelle R.",No Final Exam
10097,202410,PSYC,485,011,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"King, Eden B.",No Final Exam
10098,202410,PSYC,485,013,Psychology,School of Social Sciences,Psychological Sciences,2,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Leal, Stephanie",No Final Exam
10099,202410,PSYC,499,001,Psychology,School of Social Sciences,Psychological Sciences,8,0, -   TBA TBA,HONORS THESIS,,,,"King, Eden B.",No Final Exam
10243,202410,PSYC,485,017,Psychology,School of Social Sciences,Psychological Sciences,2,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Oswald, Frederick L.",No Final Exam
10255,202410,PSYC,370,001,Psychology,School of Social Sciences,Psychological Sciences,34,35,10:00AM - 10:50AM MWF SEW 305,INTRO TO HUMAN FACTORS & ERGO,,,,"Kortum, Philip T.",No Final Exam
10264,202410,PSYC,485,001,Psychology,School of Social Sciences,Psychological Sciences,4,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Beier, Margaret E.",No Final Exam
10265,202410,PSYC,485,002,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Byrne, Michael D.",No Final Exam
10266,202410,PSYC,485,009,Psychology,School of Social Sciences,Psychological Sciences,3,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"King, Danielle D.",No Final Exam
10267,202410,PSYC,485,015,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Martin, Randi C.",No Final Exam
10268,202410,PSYC,485,016,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM T TBA TBA,UG SUPERVISED RESEARCH,,,,"Nicolaou, Despina C.",No Final Exam
10269,202410,PSYC,488,001,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Beier, Margaret E.",No Final Exam
10270,202410,PSYC,488,002,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Byrne, Michael D.",No Final Exam
10271,202410,PSYC,488,005,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Fagundes, Christopher P.",No Final Exam
10272,202410,PSYC,488,006,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Fischer-Baum, Simon J.",No Final Exam
10273,202410,PSYC,488,007,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Gurcanli, Ozge",No Final Exam
10274,202410,PSYC,488,008,Psychology,School of Social Sciences,Psychological Sciences,0,0,07:00AM - 07:50AM R TBA TBA,SUPERVISED READING,,,,"Hebl, Michelle R.",No Final Exam
