CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
12749,202410,BIOS,332,001,Biosciences,School of Natural Sciences,Biosciences,40,60,10:50AM - 12:05PM TR SST 106,ECOLOGY,46,60,2G,"Miller, Thomas E.",Take-Home Exam
12757,202410,BIOS,310,068,Biosciences,School of Natural Sciences,Biosciences,0,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Masiello, Caroline A.",Take-Home Exam
13801,202410,BIOS,310,065,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"McCary, Matthew A.",Take-Home Exam
13930,202410,BIOS,310,018,Biosciences,School of Natural Sciences,Biosciences,0,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Lavery, Laura",Take-Home Exam
14245,202410,BIOS,310,060,Biosciences,School of Natural Sciences,Biosciences,8,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Saltz, Julia B.",Take-Home Exam
14913,202410,BIOS,310,057,Biosciences,School of Natural Sciences,Biosciences,3,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Sobral Marcondes, Rafael",Take-Home Exam
14914,202410,BIOS,310,066,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Holt, Jocelyn R.",Take-Home Exam
14931,202410,BIOS,310,099,Biosciences,School of Natural Sciences,Biosciences,0,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Flynn, Jonathan R.",Take-Home Exam
15260,202410,BIOS,310,009,Biosciences,School of Natural Sciences,Biosciences,0,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Loveless, Theresa",Take-Home Exam
16442,202410,BIOS,310,052,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Johnson, Cassidy B.",Take-Home Exam
16421,202410,BIOS,310,040,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Lu, Jiaozhi",Take-Home Exam
11654,202410,CHEM,301,001,Chemistry,School of Natural Sciences,Chemistry,45,100,10:50AM - 12:05PM TR DBH 180,PHYSICAL CHEMISTRY I,,,,"Hutchinson, John S.",Take-Home Exam
15341,202410,CLAS,107,001,Classical Studies,School of Humanities,Modrn & Classicl Lit & Culture,13,20,01:00PM - 02:15PM TR KCK 101,GREEK CIVILIZATION & LEGACY,18,25,C3,"Yunis, Harvey",Take-Home Exam
10924,202410,COMP,409,001,Computer Science,School of Engineering,Computer Science,1,40,09:25AM - 10:40AM TR DCH 1075,ADV LOGIC IN COMPUTER SCIENCE,12,40,3A,"Vardi, Moshe Y.",Take-Home Exam
11340,202410,COMP,430,001,Computer Science,School of Engineering,Computer Science,61,70,04:00PM - 05:15PM TR OES 130,INTRO TO DATABASE SYSTEMS,72,100,4N,"Myers, Risa B.",Take-Home Exam
12135,202410,COMP,390,014,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Dautenhahn, Nathan D.",Take-Home Exam
11708,202410,COMP,425,001,Computer Science,School of Engineering,Computer Science,6,250,10:50AM - 12:05PM TR PCF 3,COMPUTER SYSTEMS ARCHITECTURE,111,250,10,"Simar, Ray",Take-Home Exam
12813,202410,COMP,490,011,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Myers, Risa B.",Take-Home Exam
12831,202410,COMP,490,012,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Goldman, Ronald N.",Take-Home Exam
12832,202410,COMP,490,013,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Mamouras, Konstantinos",Take-Home Exam
12641,202410,COMP,490,007,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Tunnell, Christopher D.",Take-Home Exam
12642,202410,COMP,490,008,Computer Science,School of Engineering,Computer Science,4,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"DeLucia, Patricia",Take-Home Exam
12698,202410,COMP,490,009,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Joyner, Mackale R.",Take-Home Exam
12741,202410,COMP,490,010,Computer Science,School of Engineering,Computer Science,2,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Yao, Victoria",Take-Home Exam
12839,202410,COMP,290,003,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"St. Pierre, Francois",Take-Home Exam
12841,202410,COMP,490,014,Computer Science,School of Engineering,Computer Science,1,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Kyrillidis, Anastasios",Take-Home Exam
13616,202410,COMP,490,015,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Ferreira Flores, Rodrigo",Take-Home Exam
13715,202410,COMP,490,016,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Unhelkar, Vaibhav Vasant",Take-Home Exam
14253,202410,COMP,481,001,Computer Science,School of Engineering,Computer Science,4,50,09:25AM - 10:40AM TR SEW 305,AUTOMATA/FORMAL LANG/COMPUTING,7,100,2H,"Goldman, Ronald N.",Take-Home Exam
14423,202410,COMP,341,001,Computer Science,School of Engineering,Computer Science,67,75,04:00PM - 05:15PM TR HRZ 210,PRACTICAL MACHINE LEARNING,,,,"Yao, Victoria",Take-Home Exam
14714,202410,COMP,390,016,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Chen, Ang",Take-Home Exam
14737,202410,COMP,290,004,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Hang, Kaiyu",Take-Home Exam
14738,202410,COMP,390,017,Computer Science,School of Engineering,Computer Science,1,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Hang, Kaiyu",Take-Home Exam
14739,202410,COMP,490,017,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Hang, Kaiyu",Take-Home Exam
14925,202410,COMP,390,018,Computer Science,School of Engineering,Computer Science,2,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Ferreira Flores, Rodrigo",Take-Home Exam
15047,202410,COMP,490,018,Computer Science,School of Engineering,Computer Science,3,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Byrne, Michael D.",Take-Home Exam
15653,202410,COMP,318,001,Computer Science,School of Engineering,Computer Science,174,200,10:00AM - 10:50AM MWF KCK 100,CONCURRENT PROGRAM DESIGN,,,,"Rixner, Scott",Take-Home Exam
16342,202410,COMP,390,019,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Sedlazeck, Fritz",Take-Home Exam
16455,202410,COMP,390,020,Computer Science,School of Engineering,Computer Science,1,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Veeraraghavan, Ashok",Take-Home Exam
16469,202410,COMP,390,021,Computer Science,School of Engineering,Computer Science,1,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Lopes da Silva, Arlei",Take-Home Exam
12802,202410,CSCI,340,001,Cognitive Sciences,School of Social Sciences,Cognitive Sciences,11,16,10:50AM - 12:05PM TR KRF 125,METHODS OF COGNITIVE SCIENCE,,,,"Moore, Bartlett D.",Take-Home Exam
11309,202410,ECON,310,003,Economics,School of Social Sciences,Economics,14,29,"02:30PM - 03:45PM TR KRF 125, 07:00PM - 08:15PM T KRF 125",ECONOMETRICS,14,30,E4,"El-Gamal, Mahmoud A.",Take-Home Exam
13512,202410,ECON,205,002,Economics,School of Social Sciences,Economics,12,50,06:30PM - 09:00PM T KRF 110,INTRODUCTION TO GAME THEORY,,,,"Dudey, Marc P.",Take-Home Exam
13513,202410,ECON,435,002,Economics,School of Social Sciences,Economics,3,30,06:30PM - 09:00PM R KRF 120,INDUSTRIAL ORGANIZATION,,,,"Dudey, Marc P.",Take-Home Exam
11592,202410,EDUC,304,001,Education,School of Continuing Studies,Education,9,10,06:00PM - 09:05PM W HUM 119,"RACE, CLASS, GENDER IN EDUC",14,16,8I,"Crear, Shelah F.",Take-Home Exam
12307,202410,EDUC,305,001,Education,School of Continuing Studies,Education,2,15,06:00PM - 09:00PM T TBA TBA,EDUCATIONAL PSYCHOLOGY,8,20,0L,"Emenaha, Ugochi",Take-Home Exam
13327,202410,EDUC,345,001,Education,School of Continuing Studies,Education,2,20,06:00PM - 09:00PM R TBA TBA,EDUC TECH & DIGITAL LRNING,13,30,3S,"Doke, Barrett",Take-Home Exam
13646,202410,EDUC,460,001,Education,School of Continuing Studies,Education,0,5,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS: ART,0,10,6F,"Nguyen, Anthony T.",Take-Home Exam
13647,202410,EDUC,466,001,Education,School of Continuing Studies,Education,1,5,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS:SOCIAL STUD,1,10,6N,"Nguyen, Anthony T.",Take-Home Exam
13648,202410,EDUC,465,001,Education,School of Continuing Studies,Education,1,10,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS: SCIENCE,2,20,6M,"Nguyen, Anthony T.",Take-Home Exam
13649,202410,EDUC,463,001,Education,School of Continuing Studies,Education,0,5,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS:MATHEMATICS,4,10,6L,"Nguyen, Anthony T.",Take-Home Exam
13650,202410,EDUC,461,001,Education,School of Continuing Studies,Education,1,5,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS: ELAR,1,10,6H,"Nguyen, Anthony T.",Take-Home Exam
13651,202410,EDUC,421,001,Education,School of Continuing Studies,Education,3,0,06:00PM - 09:00PM W TBA TBA,CURRICULUM DEVELOPMENT,9,0,6D,"Wolfe, Annie",Take-Home Exam
14782,202410,EDUC,462,001,Education,School of Continuing Studies,Education,0,5,06:00PM - 09:00PM M TBA TBA,THEORY AND METHODS: LOTE,0,10,0K,"Nguyen, Anthony T.",Take-Home Exam
10017,202410,ELEC,241,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,59,70,11:00AM - 11:50AM MWF DCH 1070,FUND ELECTRICAL ENGINEERING I,,,,"Johnson, Don H.",Take-Home Exam
11705,202410,ELEC,425,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,13,250,10:50AM - 12:05PM TR PCF 3,COMPUTER SYSTEMS ARCHITECTURE,111,250,10,"Simar, Ray",Take-Home Exam
11898,202410,ELEC,462,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,6,19,10:50AM - 12:05PM TR GRB W212,OPTOELECTRONIC DEVICES,10,19,3B,"Baydin, Andrey",Take-Home Exam
13717,202410,ELEC,220,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,19,50,"09:25AM - 10:40AM TR PCF 3, 01:00PM - 02:50PM W RZR 119",FUND COMPUTER ENGINEERING,65,100,XV,"Simar, Ray",Take-Home Exam
15755,202410,ELEC,488,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,3,19,11:00AM - 11:50AM MWF ABL 130,THEORETICAL NEUROSCIENCE,15,19,26,"Flynn, Jonathan R.",Take-Home Exam
15769,202410,ELEC,414,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,7,20,04:00PM - 05:15PM MW MEB 128,WIRELESS IC,15,40,4Q,"Chi, Taiyun",Take-Home Exam
14707,202410,ELEC,220,002,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,46,50,"09:25AM - 10:40AM TR PCF 3, 03:30PM - 05:20PM W RZR 119",FUND COMPUTER ENGINEERING,65,100,XV,"Simar, Ray",Take-Home Exam
15686,202410,ELEC,468,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,5,25,09:25AM - 10:40AM TR BRK 103,QUANTUM COMPUTING WITH QISKIT,18,50,3M,"Chen, Songtao",Take-Home Exam
15687,202410,ELEC,461,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,1,25,04:00PM - 05:15PM TR HBH 453,QUANTUM MECH AND APPLICATIONS,5,50,3O,"Huang, Shengxi",Take-Home Exam
16026,202410,ELEC,478,003,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,31,150,02:30PM - 03:45PM TR HRZ AMP,INTRO TO MACHINE LEARNING,83,150,3Z,"Allen, Genevera I.",Take-Home Exam
10716,202410,ENGI,100,001,Engineering,School of Engineering,Engineering Division,45,65,02:30PM - 04:15PM T DCC 113,INTRO SPATIAL VISUALIZATION,,,,"Hunter, Deirdre-Annaliese N.",Take-Home Exam
10717,202410,ENGI,100,002,Engineering,School of Engineering,Engineering Division,31,60,03:00PM - 04:45PM W DCC 113,INTRO SPATIAL VISUALIZATION,,,,"Hunter, Deirdre-Annaliese N.",Take-Home Exam
10198,202410,GREE,101,001,Greek,School of Humanities,Modrn & Classicl Lit & Culture,7,25,02:00PM - 02:50PM MWF RZR 227,ELEMENTARY GREEK I,,,,"Mackie, Hilary S.",Take-Home Exam
15652,202410,GREE,310,001,Greek,School of Humanities,Modrn & Classicl Lit & Culture,4,10,02:30PM - 03:45PM TR RZR 302,ADVANCED GREEK LANG. AND LIT.,4,12,4P,"Yunis, Harvey",Take-Home Exam
15487,202410,HEBR,125,001,Hebrew,School of Humanities,Cntr Lang & Intercultural Comm,8,19,10:50AM - 12:05PM TR HUM 227,INTRO TO BIBLICAL HEBREW I,11,19,A4,"Henze, Matthias",Take-Home Exam
12915,202410,HIST,101,001,History,School of Humanities,History,45,50,10:00AM - 10:50AM MWF HUM 117,"MODERN EUROPE, 1500-1789",,,,"Pollnitz, Aysha E.",Take-Home Exam
12927,202410,HIST,312,001,History,School of Humanities,History,27,25,10:00AM - 10:50AM MWF HUM 119,ENVIRONMENT & HEALTH IN LAT AM,,,,"Lopez Alonso, Moramay",Take-Home Exam
14012,202410,HIST,331,001,History,School of Humanities,History,12,19,10:50AM - 12:05PM TR RZR 304,THE CUBAN REVOLUTION,,,,"Suarez-Potts, William",Take-Home Exam
14372,202410,HIST,380,001,History,School of Humanities,History,14,19,10:50AM - 12:05PM TR SEW 307,ASIAN AMERICAN HISTORY,28,25,D7,"Lu, Xu",Take-Home Exam
15667,202410,HIST,120,001,History,School of Humanities,History,23,35,11:00AM - 11:50AM MWF HUM 328,MEDIEVAL CIVILIZATIONS,31,35,C4,"Irish, Maya S.",Take-Home Exam
15304,202410,HIST,237,001,History,School of Humanities,History,22,25,01:00PM - 01:50PM MWF HUM 328,RADICALS IN THE AMERICAS,,,,"Correa Ochoa, Laura",Take-Home Exam
15312,202410,HIST,332,001,History,School of Humanities,History,12,20,02:30PM - 03:45PM TR RZR 304,AMERICAN LEGAL HISTORY,,,,"Suarez-Potts, William",Take-Home Exam
15690,202410,HUMA,134,001,Humanities,School of Humanities,Asian Studies,83,100,09:25AM - 10:40AM TR OES 130,WHAT IS LOVE?,,,,"Ryang, Soon; Gershon, Ilana",Take-Home Exam
15498,202410,HUMA,107,001,Humanities,School of Humanities,Humanities Division,5,16,01:00PM - 02:15PM TR KCK 101,GREEK CIVILIZATION & LEGACY,18,25,C3,"Yunis, Harvey",Take-Home Exam
10578,202410,LATI,201,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,9,12,02:00PM - 02:50PM MWF RZR 304,INTERMEDIATE LATIN I: PROSE,9,12,L3,"Somerville, Ted",Take-Home Exam
11588,202410,LATI,101,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,8,49,01:00PM - 01:50PM MWF RZR 227,ELEMENTARY LATIN I,8,49,J5,"Mackie, Hilary S.",Take-Home Exam
15660,202410,LATI,310,001,Latin,School of Humanities,Modrn & Classicl Lit & Culture,7,15,01:00PM - 01:50PM MWF RZR 304,ADVANCED LATIN LANG. AND LIT.,7,25,4D,"Somerville, Ted",Take-Home Exam
11624,202410,LING,300,001,Linguistics,School of Social Sciences,Linguistics,20,40,11:00AM - 11:50AM MWF HRG 125,LINGUISTIC ANALYSIS,,,,"Englebretson, Robert E.",Take-Home Exam
12780,202410,LING,303,001,Linguistics,School of Social Sciences,Linguistics,23,25,01:00PM - 01:50PM MWF HUM 119,"LANGUAGE, GENDER & SEXUALITY",,,,"McCleary, Bryce E.",Take-Home Exam
14764,202410,LING,205,001,Linguistics,School of Social Sciences,Linguistics,46,50,09:00AM - 09:50AM MWF HUM 117,LANGUAGE AND SOCIETY,50,50,G5,"McCleary, Bryce E.",Take-Home Exam
15191,202410,LING,216,001,Linguistics,School of Social Sciences,Linguistics,14,25,02:00PM - 02:50PM MWF HUM 119,WORDS IN ENGLISH,,,,"Kemmer, Suzanne E.",Take-Home Exam
10061,202410,MATH,381,001,Mathematics,School of Natural Sciences,Mathematics,27,49,01:00PM - 01:50PM MWF SST 106,INTRO PARTIAL DIFF EQUATIONS,,,,"Li, Long",Take-Home Exam
10062,202410,MATH,425,001,Mathematics,School of Natural Sciences,Mathematics,15,17,01:00PM - 02:15PM TR HBH 427,INTEGRATION THEORY,19,27,7E,"Chambers, Gregory R.",Take-Home Exam
10063,202410,MATH,444,001,Mathematics,School of Natural Sciences,Mathematics,2,10,10:50AM - 12:05PM TR HBH 427,GEOMETRIC TOPOLOGY,5,20,2E,"Leininger, Christopher J.",Take-Home Exam
12181,202410,MATH,356,001,Mathematics,School of Natural Sciences,Mathematics,37,49,10:00AM - 10:50AM MWF HBH 227,ABSTRACT ALGEBRA I,,,,"Huang, Hongdi",Take-Home Exam
12587,202410,MATH,463,002,Mathematics,School of Natural Sciences,Mathematics,8,10,09:00AM - 09:50AM MWF GRB W211,ADVANCED ALGEBRA I,12,25,5S,"Walton, Chelsea M.",Take-Home Exam
10597,202410,MECH,472,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,32,30,04:00PM - 05:15PM TR GRB W211,THERMAL DESIGN,,,,"Preston, Daniel J.",Take-Home Exam
11946,202410,MECH,484,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,20,49,02:30PM - 03:45PM TR MEB 128,MICRO THERMO & TRANSPORT,27,69,1F,"Wehmeyer, Geoffrey",Take-Home Exam
11981,202410,MECH,490,008,Mechanical Engineering,School of Engineering,Mechanical Engineering,1,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Wehmeyer, Geoffrey",Take-Home Exam
16100,202410,MECH,490,009,Mechanical Engineering,School of Engineering,Mechanical Engineering,0,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Lillehoj, Peter B.",Take-Home Exam
16101,202410,MECH,490,010,Mechanical Engineering,School of Engineering,Mechanical Engineering,0,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Fregly, Benjamin",Take-Home Exam
16102,202410,MECH,490,011,Mechanical Engineering,School of Engineering,Mechanical Engineering,0,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Rodi, Patrick E.",Take-Home Exam
10123,202410,MUSI,211,001,Music,School of Music,Music,29,30,11:00AM - 11:50AM MWF APB 1133,THEORY I,,,,"Lavenda, Richard A.",Take-Home Exam
10128,202410,MUSI,311,001,Music,School of Music,Music,29,29,10:50AM - 12:05PM TR APB 1131,THEORETICAL STUDIES III,,,,"Al-Zand, Karim A.",Take-Home Exam
15132,202410,MUSI,417,001,Music,School of Music,Music,4,0,10:50AM - 12:05PM TR APB 1403,MUSIC FOR MEDIA,,,,"Gottschalk, Arthur W.",Take-Home Exam
15725,202410,NEUR,415,001,Neuroscience,School of Natural Sciences,Neuroscience,3,19,11:00AM - 11:50AM MWF ABL 130,THEORETICAL NEUROSCIENCE,15,19,26,"Flynn, Jonathan R.",Take-Home Exam
13485,202410,PHIL,373,001,Philosophy,School of Humanities,Philosophy,37,50,02:30PM - 03:45PM TR HUM 117,PHILOSOPHY OF LAW,,,,"Schwarz, Michael S.",Take-Home Exam
14053,202410,PHIL,160,001,Philosophy,School of Humanities,Philosophy,29,40,02:00PM - 02:50PM MWF HUM 328,MORAL PROBLEMS,,,,"Sher, George",Take-Home Exam
15796,202410,PHIL,383,001,Philosophy,School of Humanities,Philosophy,9,20,09:25AM - 10:40AM TR HUM 120,MODERN PHILOSOPHY,11,25,5K,"Heisenberg, Lars T.",Take-Home Exam
15797,202410,PHIL,372,001,Philosophy,School of Humanities,Philosophy,20,30,01:00PM - 02:15PM TR HUM 227,HIST SOCIAL & POLITICAL PHILOS,,,,"Heisenberg, Lars T.",Take-Home Exam
15142,202410,PHIL,283,001,Philosophy,School of Humanities,Philosophy,32,55,02:00PM - 02:50PM MWF HUM 117,HIST OF PHILOSOPHY II,,,,"Miller, Brian T.",Take-Home Exam
15143,202410,PHIL,310,001,Philosophy,School of Humanities,Philosophy,13,35,03:00PM - 03:50PM MWF HUM 119,MATHEMATICAL LOGIC,13,35,5V,"Miller, Brian T.",Take-Home Exam
10076,202410,PHYS,201,001,Physics,School of Natural Sciences,Physics and Astronomy,50,75,10:00AM - 10:50AM MWF MXF 251,"WAVES, LIGHT, AND HEAT",,,,"Acosta, Darin E.; Hafner, Jason H.",Take-Home Exam
10077,202410,PHYS,301,001,Physics,School of Natural Sciences,Physics and Astronomy,28,50,"09:25AM - 10:40AM TR GRB W212, 02:30PM - 03:45PM T GRB W212",INTERMEDIATE MECHANICS,,,,"Hazzard, Kaden; Cone, Michael T.",Take-Home Exam
10078,202410,PHYS,311,001,Physics,School of Natural Sciences,Physics and Astronomy,33,50,09:00AM - 09:50AM MWF HRZ 212,INTRO TO QUANTUM PHYSICS I,,,,"Foster, Matthew; Beaird, Robert P.",Take-Home Exam
12776,202410,PHYS,480,001,Physics,School of Natural Sciences,Physics and Astronomy,1,19,09:25AM - 10:40AM TR HBH 453,INTRODUCTION TO PLASMA PHYSICS,4,19,2V,"Bradshaw, Stephen",Take-Home Exam
13023,202410,POLI,372,001,Political Science,School of Social Sciences,Political Science,16,30,10:00AM - 10:50AM MWF HRZ 211,AMERICAN FOREIGN POLICY,,,,"Morgan, T C.",Take-Home Exam
16217,202410,POLI,338,002,Political Science,School of Social Sciences,Political Science,8,30,02:30PM - 03:45PM TR HUM 118,POLICY ANALYSIS,8,30,F9,"Pugh, Alex K.",Take-Home Exam
10094,202410,PSYC,340,001,Psychology,School of Social Sciences,Psychological Sciences,12,16,12:30PM - 02:15PM TR RYN 102,RESEARCH METHODS - PSYCHOLOGY,,,,"Adams, Louretha",Take-Home Exam
10340,202410,PSYC,203,001,Psychology,School of Social Sciences,Psychological Sciences,77,82,10:00AM - 10:50AM MWF SEW 301,INTRO TO COGNITIVE PSYCHOLOGY,,,,"Moore, Bartlett D.",Take-Home Exam
11442,202410,PSYC,340,002,Psychology,School of Social Sciences,Psychological Sciences,17,0,11:00AM - 12:10PM MWF SEW 207,RESEARCH METHODS - PSYCHOLOGY,,,,"Parsons, Sandra V.",Take-Home Exam
12210,202410,PSYC,480,001,Psychology,School of Social Sciences,Psychological Sciences,37,0,02:00PM - 02:50PM MWF SEW 305,POSITIVE PSYCHOLOGY,,,,"Parsons, Sandra V.",Take-Home Exam
15546,202410,RELI,337,001,Religion,School of Humanities,Religion,21,25,10:50AM - 12:05PM TR HUM 328,"SHAMANS, SAINTS, & SAGES",,,,"Parsons, William B.",Take-Home Exam
15555,202410,RELI,111,001,Religion,School of Humanities,Religion,14,30,04:00PM - 05:15PM TR HUM 119,INTRO AFRICAN RELIGIONS,,,,"Bongmba, Elias K.",Take-Home Exam
15556,202410,RELI,328,001,Religion,School of Humanities,Religion,6,35,08:00AM - 09:15AM TR HUM 118,RELIGION & GLOBAL POVERTY,8,40,6U,"Bongmba, Elias K.",Take-Home Exam
15147,202410,RELI,125,001,Religion,School of Humanities,Religion,3,19,10:50AM - 12:05PM TR HUM 227,INTRO TO BIBLICAL HEBREW I,11,19,A4,"Henze, Matthias",Take-Home Exam
15148,202410,RELI,221,001,Religion,School of Humanities,Religion,17,35,11:00AM - 11:50AM MWF HUM 117,LIFE OF PROPHET MUHAMMAD,34,35,A7,"Cook, David B.",Take-Home Exam
15151,202410,RELI,332,001,Religion,School of Humanities,Religion,0,5,04:00PM - 05:15PM TR HUM 215,ADV TIBETAN LANGUAGE & CULTURE,2,5,04,"Klein, Anne C.",Take-Home Exam
15154,202410,RELI,334,001,Religion,School of Humanities,Religion,16,25,01:00PM - 02:15PM TR HUM 226,PSYCHOLOGY OF RELIGION,,,,"Parsons, William B.",Take-Home Exam
16444,202410,RELI,401,001,Religion,School of Humanities,Religion,1,1, -   TBA TBA,INDEPENDENT STUDY,,,,"Cook, David B.",Take-Home Exam
11298,202410,SOCI,403,016,Sociology,School of Social Sciences,Sociology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,,Take-Home Exam
11299,202410,SOCI,403,017,Sociology,School of Social Sciences,Sociology,0,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Rhodes, Anna C.",Take-Home Exam
15398,202410,SOCI,451,001,Sociology,School of Social Sciences,Sociology,3,19,01:00PM - 03:50PM W BKH 229,IMMIGRATION,5,19,5R,"Diaz, Christina J.",Take-Home Exam
13127,202410,SOCI,366,001,Sociology,School of Social Sciences,Sociology,15,49,04:00PM - 05:15PM MW BKH 102,HOUSING AND SCHOOLS,,,,"Rhodes, Anna C.",Take-Home Exam
11747,202410,SOSC,445,001,Social Sciences,School of Social Sciences,Social Sciences Division,4,0,07:00PM - 08:05PM R BKH 116,FINANCE PRACTICUM,,,,"Cacho-Diaz, Julio A.",Take-Home Exam
16218,202410,SOSC,301,002,Social Sciences,School of Social Sciences,Social Sciences Division,0,30,02:30PM - 03:45PM TR HUM 118,POLICY ANALYSIS,8,30,F9,"Pugh, Alex K.",Take-Home Exam
11310,202410,STAT,376,003,Statistics,School of Engineering,Statistics,0,1,"02:30PM - 03:45PM TR KRF 125, 07:00PM - 08:15PM T KRF 125",ECONOMETRICS,14,30,E4,"El-Gamal, Mahmoud A.",Take-Home Exam
15153,202410,TIBT,332,001,Tibetan,School of Humanities,Religion,0,5,04:00PM - 05:15PM TR HUM 215,ADV TIBETAN LANGUAGE & CULTURE,2,5,04,"Klein, Anne C.",Take-Home Exam
14999,202410,UNIV,195,040,University Courses,Dean of Undergraduates,University Courses,26,30,06:00PM - 06:50PM R OES 130,CDOD WORKSHOP,,,,"Breshears, Taylor N.",Take-Home Exam
12736,202410,CEVE,411,001,Civil and Environmental Eng,School of Engineering,Civil & Environmental Engr,3,15,09:25AM - 10:40AM TR KCK 107,ATMOSPHERIC CHEM & CLIMATE,8,30,1R,"Cohan, Daniel S.",Take-Home Exam
13453,202410,BUSI,450,001,Business,Jones School of Business,Business,54,65,09:25AM - 10:40AM TR MCN 214,DERIVATIVES,,,,"Xing, Yuhang",Take-Home Exam
14300,202410,BUSI,380,001,Business,Jones School of Business,Business,64,65,10:50AM - 12:05PM TR MCN 212,MARKETING,,,,"Porter, Constance E.",Take-Home Exam
